,DGAT1i+2i,DGAT1i+2i,DGAT1i+2i,DGAT1i,DGAT1i,DGAT1i,DGAT2i,DGAT2i,DGAT2i,OA,OA,OA
Metabolite.name,1i_2i_01,1i_2i_02,1i_2i_03,1i_01,1i_02,1i_03,2i_01,2i_02,2i_03,OA_01,OA_02,OA_03
PC 18:5_42:12,775476,555729,494401,292996,343946,315434,634374,329605,531696,474139,744332,1057196
PC 14:0_44:3,142992,425506,698893,84025,0,14563,46027,271947,304443,542849,596966,563525
PC 16:0_44:12,0,56953,1324846,0,0,0,0,0,0,0,0,0
PE 22:0_44:8,167873,167970,736781,0,0,0,40258,181798,446736,786523,202856,395845
PE 22:0_44:6,125690,172046,461805,30396,0,16986,52403,170160,262494,431596,316908,329918
PE 24:2_44:12,92304,32364,25857,0,0,0,67063,191646,131256,242541,95370,277717
SM 22:3;2O/44:12,0,0,946479,0,0,0,0,0,0,0,0,0
PC 20:4_44:12,471488,647816,473014,385849,260590,476378,254519,353374,486401,45390,311259,292201
CL 14:0_14:0_18:3_18:5,3746434,3586758,3151761,3732540,3893371,3977436,2188206,1647188,2219477,1769101,3247610,1944845
DG 30:2,197728608,1027650304,861752448,182556720,55529160,53904504,578106176,630340672,410736416,1174724480,582687424,897394624
DG 32:0,53023176,159446544,157691216,36538444,23114460,20265474,128488744,99833400,93121480,223236848,137283152,164754176
DG 32:1,28757352,47365580,54080864,30160694,29124256,27231274,76384704,51473528,52947804,93887816,67906392,86972600
DG 34:0,110217360,321327328,307679648,88861136,79775408,66088780,308038784,243698544,208320464,466357216,330457920,400381984
DG 34:1,245956304,389130976,439403552,255844912,250564608,238796544,415002816,380537984,345668672,665612544,354762304,483023424
DG 34:2,418320960,729842048,750585664,431220672,395713920,315678784,846833472,778026176,678901696,1105978240,785849728,1017352384
DG 34:2|DG 16:0_18:2,869478016,2202800384,2106950016,180810080,159669360,115546000,2403907840,1988433792,1714945408,3250553856,2326801408,2884902656
DG 34:3,17878218,45631040,48255176,15121458,10811109,6260972,36770696,33303798,32675060,66638628,35454820,50920020
DG 36:1,420606272,633797248,607637632,436121536,461803008,435349952,786218432,669493824,553827072,805953024,599706816,761309888
DG 36:2,944859008,1194427776,1240201600,1821741312,2040349184,2121269760,2431608832,2278284288,2034550144,1916588160,2077090944,2499891968
DG 36:3,249587760,500311040,474844032,238908656,204785440,162725984,513089760,436901696,387973728,726256128,533271968,651113856
DG 36:3|DG 18:0_18:3,237327552,488170688,447045472,180553120,177475216,152943056,434265344,362551808,321700160,553344384,395244800,496644928
DG 36:3|DG 18:1_18:2,614822656,1760836352,1624608256,508937440,460526848,373130336,1643561472,1316782464,1169508864,2562424576,1688963200,2200322304
DG 36:4|DG 18:2_18:2,723078336,1056957248,916703680,843300416,980221248,890231680,929420608,829523520,848352512,1268818432,973948288,1028252928
DG 36:5,41474120,51138624,93149696,20666900,17288486,12304814,48684668,35277764,32132714,78060048,38858048,50746032
DG 36:6|DG 18:3_18:3,76471080,101013736,79903320,45335236,54204424,52577096,90103712,90689048,84585840,83959656,93617728,92807472
DG 38:10,12318613,12924449,13032903,8931452,10781887,11758501,9290550,8474379,10452960,24209384,16719517,11714984
DG 38:2,131049424,137903024,117547464,188409248,210513568,242741808,299922464,304367104,245385088,262348784,247377120,294418784
DG 38:3,60526336,78602792,64611444,129307072,154714928,158925952,261465296,224610672,214896448,291889376,261034720,309782816
DG 38:4,68839344,55665140,71505072,106521392,133466872,115150560,142535456,122314432,114647080,139979968,133363784,156272032
DG 38:5,58339832,51383552,48153704,84256400,98152216,97631392,139589440,132199832,127086392,139492128,115602472,139371808
DG 38:7,2266890,11444536,12301222,1279718,1471128,734272,6275994,15776107,7680620,20234902,14670221,7396093
DG 38:9,29473718,30442936,29211902,26182412,31682452,32652250,1359144,1918488,1749555,4733442,1890516,2144198
DG 40:11,27254150,21472324,18575398,25325472,29825186,29340894,225642,1657797,929878,510887,702657,838503
DG 40:5,52911932,51299656,38308464,80528912,93691688,103926288,96111504,93266128,77925600,82491712,79788128,102973768
DG 40:6,38822544,30805964,29992730,75660504,96161064,103207728,173876224,110302120,124011112,134621008,143205952,138896304
DG 40:7,21973254,21784992,45292456,41609696,46610284,41486960,57631400,49509956,55477776,60937272,62896524,58836572
DG 40:8,17982670,65205636,90280720,11464678,8563896,6613766,43569080,63026452,29935666,68781528,81518640,49003816
FA 16:0,121642488,183232416,166443264,106361440,91541320,93963352,199812992,199309680,205055904,243259024,236588624,269836160
FA 16:1,1803085,2258435,2071002,1358995,1095487,1135141,1182888,2198317,1342826,3603561,3575607,3667602
FA 16:4,2291688,2717818,2173212,4732007,1364650,3804073,10693009,1648559,7181490,1982268,7575810,9735491
FA 18:0,122649112,176951152,173745888,112685512,109846944,110367424,222628864,185002464,196801776,270245664,230245008,272842720
FA 18:1,67613856,87657312,89998960,67214072,69298992,79143512,122196832,126475160,98910160,187874752,149510192,174898304
FA 18:2,49913176,106010288,141345568,28560454,22713830,24633702,72328064,101432400,116562936,189862592,180907792,191805600
FA 18:3,1218899,3222140,5118996,1264526,992478,960895,2043070,3398619,4601296,6692176,8628194,8630219
FA 20:4,36599740,40269316,35600776,40348948,46271288,49740316,62103908,58895456,38489356,78911512,68853496,61224428
FA 22:5,7408595,8861064,6202764,7429925,8963560,9818347,12793932,12270175,6790170,13532191,12184867,12913208
FA 24:0,713164,1420074,1004347,1088683,202869,529162,2175616,2542241,1931720,3258782,2183696,2731412
FA 26:1,503373,3037946,3844985,272570,320388,63955,1981592,3551288,1479228,9087318,7426354,4921843
FA 26:2,248971,1681824,1530128,87839,69510,97736,728526,1607329,1266651,8277476,5603216,2161620
FA 28:1,3047684,8923828,7194128,1012142,914673,602730,2840825,5189890,4422630,8704625,9067746,8568925
FA 28:2,1090579,4586338,2723875,257345,17623,217403,1561895,3792218,2837887,6304896,2856190,5305560
FA 28:7,45668180,61955924,65623804,42086804,47156096,48858852,150722512,113756016,121540384,160354016,145417280,150138832
FA 30:1,4073914,9705555,6814396,1643442,897747,705234,4689182,4452452,4029155,18733574,9569033,10437474
FA 30:2,972585,7540836,4746760,848452,395828,763368,3506460,3753240,4052600,11838264,4899594,7188659
FA 32:1,2004515,4782666,4793835,1166333,706480,633505,3243126,4878238,3267970,7423678,6322286,6853321
FA 32:2,1808694,4034127,4272469,971434,68642,182870,2113605,3315504,3703416,6479444,4496604,6270995
FA 34:5,34770580,12719159,19829646,24559966,15831619,23443322,15869016,14125202,25581980,23111772,29063850,16395611
FA 36:5,42855860,42966888,65089236,44994896,44243460,69766112,39116896,49509752,37527876,43588568,59520164,66190116
FA 38:5,46329844,55160556,51538628,47493524,30356266,62852888,34391040,49117068,40650976,37005624,55363404,42555980
FA 40:5,90220544,104219576,79368168,145434496,117004352,86115688,113993992,108483680,114788072,150520928,122467656,115679320
FA 42:5,56608968,78626744,52067028,80692304,67227208,58855064,82046200,80479984,79199680,115588040,84557280,83681232
FA 44:5,23538056,31536424,22535062,30392746,20856348,20589488,28601252,30008558,32867488,38311216,32243424,33485342
LPC 16:0,36609320,76289576,52588632,41910692,61962204,44359724,74666320,79895352,74081176,82120472,76380448,59240500
LPC 16:1,10079497,13789573,15515358,8236154,10524135,9522706,12252065,13642839,14101335,12009385,11680941,7987626
LPC 18:0,11888913,52254196,16012177,13561639,13843798,19258482,21898552,22331060,23223842,18284564,19644288,17115704
LPC 18:1,374803520,612270720,459805568,400852512,527419072,410354912,548904704,555048640,630415040,566947456,526125856,399961760
LPC 20:0/0:0,16705296,17541654,12287652,17115710,17357186,12634123,10606203,14589870,12878262,13279073,11855093,11473968
LPC 28:1,46119216,49021164,49859500,36373288,36553352,46276276,25603638,27124186,25471436,23013578,24465264,24251186
LPE 16:0,4686876,10707024,7805062,6722719,7910428,9213978,13739575,11996446,14044904,10199259,11253073,13232446
LPE 18:0,26028672,47492228,36993520,35173956,44872240,49656392,60737872,58873804,68449928,57419456,56955988,67755048
LPE 18:1,37001256,75900744,53491988,37560496,46902664,53766564,59688976,57585212,79088376,56660148,52458768,70715256
LPE 20:4,7687105,16672312,17245924,5932940,6743254,8004860,13430698,15850582,11683282,16361727,15432837,17680458
LPE 20:5,908092,1912459,2064632,345271,562227,884089,1236407,1393365,1931973,1523866,1354720,1974938
LPE 22:6,7406536,16892988,11726746,8917619,8554955,10562793,15904221,15508239,17357248,12559576,13998852,14048356
LPG 18:1,2239407,4170444,2299417,1722920,2459130,3916000,3436475,3014136,3057970,1753306,2154728,2118993
PC 30:0|PC 14:0_16:0,3661093888,3998025216,4287165440,3062713856,3172866048,3870107392,4573789184,4624157184,4134999296,4578177536,4856773120,4631597056
PC 30:1|PC 14:0_16:1,563447424,661032768,623064320,359923488,406923680,522332800,403062400,420954944,369025184,384660576,425817888,404644608
PC 30:2,14953576,10786833,9355624,14201673,17343928,17510638,3542985,3383256,4839577,1483372,1859728,4122860
PC 32:0|PC 16:0_16:0,20176123904,23693391872,23665291264,19369592832,21458911232,25638242304,28249581568,28660412416,25571545088,27198040064,29594818560,27631761408
PC 32:1|PC 14:0_18:1,10026043392,10177290240,9936893952,5563371520,5929124352,7603886592,7849033728,8428018176,7490410496,7887348224,8215122432,8211554304
PC 32:1|PC 16:0_16:1,13044914176,15096749056,14745147392,12374411264,13803686912,15549604864,16775045120,17364131840,15410058240,15825542144,17452361728,16339763200
PC 32:2|PC 16:1_16:1,1659487232,1797625088,1871563008,1256141952,1462704640,1714115456,893220096,931558336,853428992,905448512,880597184,973542272
PC 34:0|PC 16:0_18:0,12897064960,16209510400,16387192832,12897544192,13512653824,17865398272,14436356096,13936651264,13209162752,14599657472,14826897408,14654270464
PC 34:1|PC 16:0_18:1,94019665920,1.0059E+11,95402991616,80148504576,88538980352,95907364864,1.06704E+11,1.11164E+11,1.02508E+11,1.00213E+11,1.13989E+11,1.03537E+11
PC 34:2|PC 16:1_18:1,67899592704,75996495872,70354026496,56884162560,62843170816,70057525248,53954301952,57134272512,41532305408,51011518464,54379814912,54212964352
PC 34:3|PC 16:1_18:2,734645056,899080896,810826752,584351552,679211264,800406592,611767616,635370880,557846528,451847648,628603008,594004928
PC 34:3|PC 18:1_16:2,465279680,505842592,497177888,266588592,311296640,380298816,291507744,334128288,286731840,138498288,309421120,297083424
PC 36:0|PC 18:0_18:0,600377344,810154624,741523904,637268992,704722560,866447744,718157120,711052800,595556160,724108672,742297984,740823680
PC 36:1|PC 18:0_18:1,23727319040,28038547456,24240662528,19054090240,21888061440,25572044800,23160051712,23734779904,22316767232,21756227584,23929065472,22701471744
PC 36:2|PC 18:1_18:1,2.82169E+11,2.9711E+11,2.82571E+11,2.41345E+11,2.755E+11,2.98176E+11,2.61891E+11,2.82054E+11,2.54057E+11,2.44257E+11,2.60135E+11,2.4878E+11
PC 36:3|PC 16:0_20:3,539605440,634320512,418332832,227196864,265962544,499371264,211436368,288431712,241580848,198092624,245180016,224309488
PC 36:3|PC 18:1_18:2,14355858432,15161171968,13859243008,10420232192,12011068416,14334308352,13600116736,14139972608,12151840768,11376487424,12786961408,12292446208
PC 36:4|PC 16:0_20:4,1860795904,2251779072,2243755264,1333432832,1508779008,1722871424,3605717248,3689291520,3295796224,3880301824,3990675712,3664391168
PC 36:4|PC 18:1_18:3,645553088,867985728,670547264,311900448,350354080,382403520,99318376,276955488,256938064,187890688,100163264,95166848
PC 36:5|PC 16:1_20:4,528702080,610662912,553834304,354969216,430782592,500112064,301226912,510780640,309718304,463504000,368835936,497645024
PC 36:6,27344916,28430898,31301194,14079460,14003148,19215474,22088416,20944124,21613664,23016486,26737048,22244476
PC 36:6|PC 16:1_20:5,94656608,125026120,96059512,59587124,57263444,69348736,73398896,76014608,67726432,67841056,50106160,65224692
PC 38:1,12452560,14892812,10672831,9425948,10537268,13247098,8076330,10693678,5732222,6925321,9099769,9355117
PC 38:1|PC 18:0_20:1,245259488,276182112,251700656,175768448,204047120,253132288,275166016,281144256,254142368,268890848,328090592,331451328
PC 38:1|PC 20:0_18:1,314854016,333128320,290610176,161298480,186410752,226835632,191994672,200998080,167109600,172165728,198027536,186584736
PC 38:2|PC 18:1_20:1,23777191936,26636314624,23441952768,12722595840,14182087680,15133504512,10541800448,11671558144,11023690752,9856422912,11151520768,10301263872
PC 38:3|PC 18:1_20:2,2991961344,3265693952,2915585792,1527988864,1790390272,1946633600,1415262720,1592166272,1464640256,1287920896,1426891392,1387803776
PC 38:4|PC 18:1_20:3,5158118912,6349779456,5805446144,2691234304,2821513472,3513416448,2786838528,3090574336,2916959744,2726622976,3128386304,3055277312
PC 38:5|PC 18:1_20:4,7757355008,15526649856,14547260416,6972189696,7868957184,9063949312,11228459008,11611858944,10519719936,10721045504,11536855040,11082960896
PC 38:6,114617368,124939336,108751888,31777650,64038632,70720184,67671104,71381056,68069288,58201896,61278732,61124404
PC 38:6|PC 16:0_22:6,814965376,1038909248,917147712,691521472,780988736,971009344,1040518144,1174116224,1021633280,1046442432,1273350016,1164440960
PC 38:6|PC 18:1_20:5,2172798464,2793469184,2405413632,527144448,1101500928,802796544,1442314880,1618588928,1454813056,1335330304,1438713344,1446159488
PC 38:7,31480634,39190108,30354534,14492878,14436287,19102678,25467572,26107064,25130058,24039578,25969822,28420146
PC 40:1|PC 16:0_24:1,28459998,34783836,38285652,23210608,22679808,29236020,32517246,32483758,29911478,34488940,38081452,34355084
PC 40:1|PC 22:0_18:1,37374224,45347168,39777952,24566326,28549648,33632008,25469478,26035292,26583666,23391550,25157888,26652796
PC 40:2|PC 18:1_22:1,1511608832,1659034496,1478475264,446527840,529600544,572030848,393878368,425643392,401833408,388282816,440075872,407760288
PC 40:4,21876616,19758054,15511857,4814282,5643454,5046658,848510,998158,839646,1626326,690251,1350529
PC 40:4|PC 18:1_22:3,522614336,620511040,536056160,120748648,192816176,206843616,141942176,157297040,143304656,136955344,157045424,158058608
PC 40:5,229011328,204884304,183504192,63554996,72309120,78938320,28086046,30419478,26691332,30885880,30961440,28891876
PC 40:6,198710096,178778320,172094064,104756072,110227536,108222288,82676600,97389392,95499280,67383008,77159296,84156584
PC 40:6|PC 18:1_22:5,8219734528,9434263552,8616939520,3842626816,4449269760,4902166528,4157456896,4347995136,3879314432,4016936192,4075083264,4306426880
PC 40:7|PC 18:1_22:6,10459997184,11663550464,10945938432,3173055232,2073476864,2515228672,4061128192,4440848384,4058072320,3574995200,4074394368,3910373632
PC 40:7|PC 20:3_20:4,131294552,131714720,114010880,52891400,80824280,75162200,96125544,101076448,100884120,97326712,105960680,103091696
PC 40:8|PC 20:4_20:4,138041920,192293904,181267936,210928208,226434160,242816512,293718112,295556256,307912832,260200464,267420432,269348704
PC 40:9|PC 18:3_22:6,38638296,37173652,36356520,35059088,35073472,46967572,49465420,47987496,45744392,43616280,52263952,47676920
PC 42:2|PC 18:1_24:1,33344602,41199172,35117656,17857214,19788740,21418322,23198138,21251434,21358302,23218214,24484026,19841228
PC 42:5,21129820,28708946,30447488,14468321,17589596,19166890,10382936,17136880,16059799,16829246,17520470,18232326
PC 42:5|PC 18:1_24:4,425313664,487828576,392181184,78561448,103308048,112513656,40687708,47634532,43964684,41042608,43108640,40027700
PC 42:6|PC 18:1_24:5,287559744,335956032,299448192,92297664,107537312,128119296,57992292,50710840,56653148,79530520,119525120,48299764
PC 44:12|PC 22:6_22:6,34286828,49714788,40745604,14647812,16806912,23131662,35987472,34252168,33437148,33093760,34827588,35322584
PC 44:3|PC 20:0_24:3,35536120,59007016,106004408,13155590,16071814,8073196,34746180,27982144,39369148,87210256,64296820,34316424
PE 30:0|PE 14:0_16:0,27666636,33347306,32966708,13687928,20208566,23528148,50258304,39203396,41470900,44587424,46434836,36720312
PE 32:0|PE 16:0_16:0,200565936,304619072,236702048,222883200,249831504,274571040,351250528,339615872,324448928,330619872,348652800,348084384
PE 32:1|PE 16:0_16:1,416394720,496785824,476807488,396421856,429294528,531183904,554142464,516437152,537311872,460748608,572021248,543989120
PE 34:0|PE 16:0_18:0,153239712,225559280,150000256,178288080,193717552,233011696,198303568,203689104,206771904,166400944,191637152,214349152
PE 34:1|PE 16:0_18:1,3550879488,4990366720,4081728512,3695866624,3954723072,4669973504,5355779072,5184513024,5007996928,5402443264,5996979200,5576097792
PE 34:2,111037328,97348304,85991160,142646336,128473048,123032400,95118680,126015168,105579672,92519600,88887912,99743288
PE 34:2|PE 16:1_18:1,507095392,582216896,521458560,474095520,518061184,610376576,562638912,590792448,543949376,503064608,560336128,545828928
PE 34:3|PE 16:1_18:2,4682399,5867858,5356982,4835704,5751310,7630294,5096045,5917058,5770106,4497063,5515120,5387741
PE 34:4|PE 16:1_18:3,41752356,43186000,38434028,41782536,42451720,43945360,51749116,45473064,48279624,46910216,50165196,42398516
PE 36:0|PE 18:0_18:0,39478500,46392044,48959044,39103812,41018996,55485172,43594620,44440416,38773328,50909932,47479684,45726788
PE 36:1|PE 18:0_18:1,4200711680,6075600896,4580129792,4374040576,4841184256,5994397184,5112755200,5057637376,5061563392,5155931648,5657406976,5406207488
PE 36:2,839447232,729701696,766945472,861295296,850576320,432285248,726131392,720055552,716846016,713463488,673790016,657811648
PE 36:2|PE 18:1_18:1,20488144896,28238239744,23588067328,20401178624,22664300544,26102147072,21594531840,21727758336,20516143104,22261415936,23763994624,22923786240
PE 36:3|PE 16:0_20:3,3389820,4763104,7875910,7460932,9600768,2787747,6209344,9858961,3816733,6899843,6776690,8466831
PE 36:3|PE 18:1_18:2,680096640,881923904,815330944,646858048,721813760,818280448,790138048,740881088,713585856,776288768,851369344,759272128
PE 36:4|PE 16:0_20:4,912176960,1087974144,909929216,895654720,1044616000,1091810176,1478441728,1511714176,1391763840,1444113920,1573534080,1524971392
PE 38:0|PE 18:0_20:0,1971926,1912259,1036674,1100382,1961122,2872928,402878,1493226,1612306,1819032,1510956,1526561
PE 38:1|PE 16:0_22:1,37221048,60812336,43573252,47031200,53062952,68782408,68070544,63638740,73269016,70566208,82828200,79254784
PE 38:1|PE 20:0_18:1,40599272,61502392,46626984,35520932,46748084,54300536,39718888,40979684,40437404,43582348,52516772,50257608
PE 38:2|PE 18:0_20:2,6423000,10298676,8091048,7594503,8515652,8968421,5092266,2766728,9456823,8395380,6150357,8838725
PE 38:2|PE 18:1_20:1,1050811520,1378406784,1081072896,789374848,879472192,1088347776,728767872,746002432,715191552,684396096,814713920,886710400
