"subclass","48hrs_1","12hrs_1","24hrs_1","24hrs_2","24hrs_3","24hrs_4","24hrs_5","Veh_1","Veh_2","Veh_3","Veh_4","48hrs_2","Veh_5","48hrs_3","48hrs_4","48hrs_5","12hrs_2","12hrs_3","12hrs_4","12hrs_5"
"O-DG(30:0)",1.44e+08,1.79e+09,6.12e+08,1.08e+09,1.19e+09,1.02e+09,7.1e+08,2.26e+08,77700000,1.33e+08,2.24e+08,1.09e+08,2.48e+08,1.14e+08,1.44e+08,2.01e+08,1.41e+09,1.28e+09,1.88e+09,2.67e+09
"O-DG(30:1)",8.83e+08,1.91e+09,1.25e+09,1.53e+09,1.18e+09,1.46e+09,1.47e+09,9.28e+08,4.41e+08,6.92e+08,1.05e+09,6.68e+08,1.18e+09,9.66e+08,1.15e+09,1.16e+09,1.56e+09,1.73e+09,2.2e+09,1.89e+09
"O-DG(30:2)",1.72e+08,8.85e+08,4.61e+08,6.54e+08,5.59e+08,6.38e+08,6.47e+08,3.09e+08,44600000,1.75e+08,3.48e+08,2.41e+08,3.94e+08,1.72e+08,3.08e+08,4.54e+08,9.15e+08,8.44e+08,1.29e+09,1.02e+09
"O-DG(30:3)",2.01e+08,7.22e+08,2.97e+08,4.38e+08,3.44e+08,3.88e+08,4.75e+08,2.23e+08,1.31e+08,1.32e+08,3.24e+08,1.75e+08,3.91e+08,1.79e+08,3.08e+08,3.73e+08,6.45e+08,6.51e+08,1.05e+09,7.18e+08
"O-DG(32:0)",1.8e+10,2.36e+10,2.18e+10,2.42e+10,1.97e+10,2.16e+10,2.29e+10,1.46e+10,1.42e+10,1.39e+10,1.88e+10,1.43e+10,1.91e+10,2.06e+10,2.25e+10,2.05e+10,2.26e+10,2.24e+10,2.28e+10,2.32e+10
"O-DG(32:1)",1.57e+10,2.3e+10,1.99e+10,2.1e+10,1.9e+10,2.06e+10,2.04e+10,1.44e+10,1.28e+10,1.31e+10,1.75e+10,1.37e+10,1.82e+10,1.86e+10,1.93e+10,1.72e+10,2.25e+10,2.28e+10,2.29e+10,2.32e+10
"O-DG(32:2)",3.9e+09,9.51e+09,6.1e+09,6.84e+09,5.71e+09,6.97e+09,6.33e+09,5.02e+09,2.22e+09,4.02e+09,6.02e+09,2.92e+09,6.1e+09,2.89e+09,3.24e+09,3.64e+09,9.8e+09,9.2e+09,1.06e+10,1.06e+10
"O-DG(32:3)",1.43e+09,2.98e+09,1.91e+09,2.18e+09,2.19e+09,2.29e+09,2e+09,1.33e+09,8.79e+08,9.22e+08,1.76e+09,1.12e+09,2.12e+09,1.42e+09,1.4e+09,1.17e+09,3.34e+09,2.84e+09,3.25e+09,3.56e+09
"O-DG(32:4)",1.43e+08,6.07e+08,84700000,1.25e+08,84100000,1.01e+08,3.53e+08,2.04e+08,62800000,1.1e+08,2.65e+08,1.18e+08,2.01e+08,78400000,72600000,3.32e+08,6.52e+08,5.28e+08,6.82e+08,6.3e+08
"O-DG(32:5)",1.64e+08,8.13e+08,3.02e+08,4.24e+08,3.23e+08,4.44e+08,4.03e+08,2.25e+08,97600000,82900000,3.01e+08,1.47e+08,2.93e+08,1.88e+08,2.8e+08,3.12e+08,6.61e+08,5.77e+08,9.27e+08,8.92e+08
"O-DG(34:0)",3.74e+09,3.58e+09,4.57e+09,4.11e+09,3.07e+09,3.68e+09,4.14e+09,2.78e+09,3.09e+09,2.63e+09,3.31e+09,3.23e+09,3.92e+09,4.15e+09,5.02e+09,4.26e+09,3.5e+09,3.43e+09,3.23e+09,3.3e+09
"O-DG(34:1)",1.45e+10,1.91e+10,2.04e+10,2.1e+10,1.66e+10,1.85e+10,1.81e+10,1.36e+10,1.38e+10,1.24e+10,1.65e+10,1.18e+10,1.81e+10,1.39e+10,1.71e+10,1.72e+10,1.76e+10,1.64e+10,1.76e+10,1.8e+10
"O-DG(34:2)",1.5e+10,1.67e+10,1.78e+10,1.89e+10,1.69e+10,1.74e+10,1.86e+10,1.58e+10,1.59e+10,1.5e+10,1.83e+10,1.46e+10,1.92e+10,1.33e+10,1.59e+10,1.7e+10,1.79e+10,1.71e+10,1.71e+10,1.67e+10
"O-DG(34:3)",1.8e+10,2.36e+10,2.18e+10,2.42e+10,1.97e+10,2.16e+10,2.29e+10,1.46e+10,1.42e+10,1.39e+10,1.88e+10,1.43e+10,1.91e+10,2.06e+10,2.25e+10,2.05e+10,2.26e+10,2.24e+10,2.28e+10,2.32e+10
"O-DG(34:4)",1.61e+10,2.3e+10,2.01e+10,2.11e+10,1.89e+10,2.07e+10,2.04e+10,1.45e+10,1.28e+10,1.31e+10,1.76e+10,1.48e+10,1.8e+10,1.9e+10,1.93e+10,1.76e+10,2.26e+10,2.26e+10,2.27e+10,2.14e+10
"O-DG(34:5)",4.16e+09,9.02e+09,6.11e+09,6.79e+09,5.87e+09,7.06e+09,6.16e+09,5.07e+09,2.5e+09,4.01e+09,6.08e+09,2.73e+09,6.25e+09,2.81e+09,3.42e+09,3.56e+09,1.03e+10,8.65e+09,1.01e+10,1e+10
"O-DG(34:6)",6.15e+08,2.45e+09,1.59e+09,2.01e+09,1.58e+09,2.13e+09,1.89e+09,8.34e+08,5.85e+08,7.08e+08,9.9e+08,9.26e+08,1.05e+09,6.26e+08,8.74e+08,1.39e+09,2.27e+09,2.33e+09,2.95e+09,2.69e+09
"O-DG(36:0)",7e+08,2.43e+08,5.89e+08,3.47e+08,2.84e+08,5.64e+08,4.06e+08,4.48e+08,4.96e+08,3.25e+08,4.81e+08,3.42e+08,4.68e+08,6.15e+08,5.16e+08,4.29e+08,4.59e+08,4.26e+08,2.14e+08,3.22e+08
"O-DG(36:1)",2.15e+09,1.62e+09,2.34e+09,1.66e+09,1.35e+09,2.03e+09,1.9e+09,1.62e+09,1.72e+09,1.24e+09,1.86e+09,1.28e+09,2.07e+09,1.93e+09,1.68e+09,1.19e+09,1.8e+09,1.99e+09,1.59e+09,1.41e+09
"O-DG(36:2)",1.28e+09,1.27e+09,1.35e+09,1.37e+09,1.11e+09,1.35e+09,1.33e+09,1.31e+09,1.33e+09,1.43e+09,1.55e+09,9.6e+08,1.71e+09,1.05e+09,1.09e+09,1.21e+09,1.41e+09,1.34e+09,1.6e+09,1.28e+09
"O-DG(36:3)",9.24e+09,3.43e+09,6.8e+09,5.36e+09,4.99e+09,5.96e+09,5.93e+09,3.96e+09,4.12e+09,3.83e+09,4.28e+09,7.44e+09,3.97e+09,5.01e+09,4.99e+09,5.52e+09,5.09e+09,3.18e+09,2.63e+09,2.74e+09
"O-DG(36:4)",1.5e+10,1.92e+10,2.05e+10,2.1e+10,1.66e+10,1.85e+10,1.8e+10,1.36e+10,1.38e+10,1.25e+10,1.64e+10,1.27e+10,1.81e+10,1.54e+10,1.84e+10,1.75e+10,1.77e+10,1.64e+10,1.75e+10,1.77e+10
"O-DG(36:5)",4.34e+09,1.08e+10,1.08e+10,1.42e+10,1.23e+10,1.21e+10,1.17e+10,4.41e+09,2.3e+09,3.56e+09,3.5e+09,3.08e+09,4.01e+09,2.71e+09,4.26e+09,6.74e+09,1.12e+10,1e+10,1.16e+10,1.33e+10
"O-DG(36:6)",2.23e+09,8.61e+08,1.68e+09,1.15e+09,1.38e+09,1.75e+09,1.46e+09,1.64e+09,1.4e+09,1.44e+09,1.74e+09,2.23e+09,1.38e+09,1.63e+09,1.75e+09,1.73e+09,1.35e+09,9.08e+08,8.27e+08,6.51e+08
"O-DG(36:7)",1.61e+09,3.48e+09,2.56e+09,2.98e+09,2.15e+09,2.48e+09,2.68e+09,2.53e+09,1.49e+09,2.14e+09,2.99e+09,1.24e+09,3.04e+09,1.3e+09,1.46e+09,1.84e+09,3.55e+09,3.47e+09,3.61e+09,3.62e+09
"O-DG(38:0)",85700000,10600000,68300000,2.8e+07,26500000,57100000,4.1e+07,85600000,1.13e+08,74500000,1.06e+08,44800000,99900000,3.5e+07,54400000,46900000,35200000,22200000,1.7e+07,29200000
"O-DG(38:1)",2.11e+08,1.33e+08,2.44e+08,1.11e+08,1.12e+08,2.44e+08,1.49e+08,2.49e+08,2.9e+08,1.83e+08,2.92e+08,1.29e+08,3.05e+08,2.21e+08,1.6e+08,1.12e+08,1.47e+08,1.56e+08,78800000,1.2e+08
"O-DG(38:2)",1.41e+08,1.2e+08,2.69e+08,3.4e+08,5.4e+08,2.31e+08,1.82e+08,2.17e+08,2.06e+08,5.74e+08,9.05e+08,99900000,5.54e+08,4.71e+08,8.3e+07,6.14e+08,1.74e+08,1.83e+08,1.23e+08,4.55e+08
"O-DG(38:3)",6.98e+08,2.65e+08,6.11e+08,3.53e+08,2.86e+08,5.56e+08,4.31e+08,4.43e+08,4.97e+08,3.39e+08,4.91e+08,3.31e+08,4.93e+08,6.29e+08,5.14e+08,4.23e+08,4.54e+08,4.33e+08,2.23e+08,3.28e+08
"O-DG(38:4)",2.3e+09,1.61e+09,2.49e+09,1.68e+09,1.42e+09,2.03e+09,2.26e+09,1.73e+09,1.61e+09,1.27e+09,1.38e+09,1.33e+09,2.03e+09,2.21e+09,1.66e+09,2.02e+09,2.27e+09,1.12e+09,1.6e+09,1.46e+09
"O-DG(38:5)",1.28e+09,1.27e+09,1.35e+09,1.37e+09,1.11e+09,1.35e+09,1.33e+09,1.31e+09,1.33e+09,1.43e+09,1.55e+09,9.6e+08,1.71e+09,1.05e+09,1.09e+09,1.21e+09,1.41e+09,1.34e+09,1.6e+09,1.28e+09
"O-DG(38:6)",1.02e+10,9.78e+09,9.68e+09,9.87e+09,9.44e+09,9.46e+09,1.01e+10,1.13e+10,1.2e+10,1.21e+10,1.07e+10,1.04e+10,1.08e+10,1.01e+10,1.03e+10,9.88e+09,9.59e+09,9.6e+09,9.48e+09,9.77e+09
"O-DG(38:7)",1.47e+09,1.65e+09,1.77e+09,1.85e+09,1.35e+09,1.69e+09,1.91e+09,1.18e+09,1.05e+09,1.25e+09,1.36e+09,1.23e+09,1.42e+09,1.38e+09,1.74e+09,1.99e+09,1.58e+09,1.55e+09,1.75e+09,1.61e+09
"O-DG(38:8)",2.59e+08,4.34e+08,3.39e+08,4.09e+08,3.5e+08,4.8e+08,3.12e+08,9.09e+08,6.12e+08,9.26e+08,5.24e+08,1.01e+09,7.77e+08,2.43e+08,2.73e+08,4.53e+08,4.93e+08,3.89e+08,3.79e+08,3.92e+08
"O-DG(40:3)",83100000,19700000,63700000,32200000,26500000,5.7e+07,4.7e+07,8.3e+07,1.36e+08,68600000,1.05e+08,44200000,76300000,3.5e+07,54900000,47200000,35200000,22200000,11500000,15300000
"O-DG(40:4)",3730928.355,9911934.55,8032230.721,7154898.035,9672507.746,12200000,9353378.629,14700000,12700000,15100000,5524219.952,8237578.272,9808967.463,8165158.329,8048644.334,12800000,11100000,8262628.956,9066484.015,7859033.953
"O-DG(40:5)",1.41e+08,1.2e+08,2.69e+08,3.4e+08,5.4e+08,2.31e+08,1.82e+08,2.17e+08,2.06e+08,5.74e+08,9.05e+08,99900000,5.54e+08,4.71e+08,8.3e+07,6.14e+08,1.74e+08,1.83e+08,1.23e+08,4.55e+08
"O-DG(40:6)",87400000,2.68e+08,2.03e+08,1.9e+08,1.93e+08,2.74e+08,2.55e+08,74700000,86600000,1.21e+08,1.35e+08,87500000,1.58e+08,94500000,1.11e+08,1.48e+08,3.03e+08,3e+08,3.71e+08,3.19e+08
"O-DG(40:7)",2.67e+08,3.93e+08,4.13e+08,3.54e+08,3.9e+08,3.53e+08,4.42e+08,2.87e+08,2.76e+08,2.54e+08,2.72e+08,2.47e+08,2.93e+08,3.27e+08,3.18e+08,3.78e+08,3.75e+08,3.77e+08,3.21e+08,3.6e+08
"O-DG(40:8)",2.95e+09,3.76e+09,4.43e+09,3.62e+09,3.81e+09,4e+09,3.93e+09,2.02e+09,2.44e+09,1.8e+09,2.21e+09,3.2e+09,1.71e+09,3.71e+09,4.14e+09,4.93e+09,3.77e+09,4.33e+09,3.41e+09,3.5e+09
"O-DG(40:9)",95300000,1.76e+08,1.64e+08,2.55e+08,1.94e+08,2.23e+08,2.24e+08,43600000,3.4e+07,48300000,43200000,53800000,5.4e+07,68900000,1.09e+08,1.68e+08,2.22e+08,1.66e+08,2.19e+08,2.63e+08
"O-LPC(16:0)",1.17e+09,4.13e+08,3.82e+08,4.4e+08,4.84e+08,4.48e+08,5.26e+08,3.46e+08,2.74e+08,3.54e+08,3.49e+08,9.42e+08,3.48e+08,7.51e+08,8.89e+08,6.67e+08,4.63e+08,3.71e+08,3.09e+08,3.41e+08
"O-LPC(16:1)",1.64e+08,1.13e+08,80900000,99400000,93400000,78300000,90500000,65900000,60300000,71200000,66300000,1.66e+08,75700000,1.17e+08,1.41e+08,1.01e+08,1.32e+08,1.16e+08,8.3e+07,96700000
"O-LPC(16:2)",6.53e+08,5.23e+08,4.28e+08,5.4e+08,5.52e+08,5.05e+08,4.04e+08,3.2e+08,2.88e+08,3.88e+08,3.83e+08,5.33e+08,3.44e+08,4.31e+08,4.83e+08,3.59e+08,7.11e+08,5.63e+08,4.29e+08,5.77e+08
"O-LPC(18:0)",3.28e+08,1.48e+08,1.33e+08,1.75e+08,1.61e+08,1.54e+08,1.78e+08,1.72e+08,1.28e+08,1.74e+08,1.73e+08,2.8e+08,1.54e+08,2.26e+08,2.52e+08,1.89e+08,1.64e+08,1.35e+08,1.22e+08,1.35e+08
"O-LPC(18:1)",7.26e+08,2.3e+08,2.61e+08,2.91e+08,2.78e+08,2.86e+08,2.98e+08,2.33e+08,1.96e+08,2.37e+08,2.52e+08,5.66e+08,2.47e+08,3.62e+08,5.32e+08,4.48e+08,3.13e+08,2.05e+08,2.05e+08,2.1e+08
"O-LPC(18:2)",3.2e+08,2.34e+08,2.05e+08,2.25e+08,2.55e+08,2.29e+08,1.78e+08,2.12e+08,1.8e+08,2.51e+08,2.76e+08,3.66e+08,2.26e+08,2.39e+08,2.36e+08,2.23e+08,3.04e+08,2.5e+08,1.94e+08,2e+08
"O-LPC(18:3)",30300000,28500000,18700000,29200000,31500000,4736416.745,13800000,17400000,13400000,17300000,6072372.772,22700000,21300000,14700000,24500000,10400000,59300000,29400000,27700000,27800000
"O-LPC(20:0)",1.03e+08,55900000,43900000,69200000,65300000,52600000,49100000,62700000,46900000,61800000,6.4e+07,74400000,58200000,6.6e+07,77100000,5.1e+07,51300000,42100000,39300000,44300000
"O-LPC(20:1)",1.4e+07,6864571.956,7208637.867,10300000,12600000,8514648.207,12800000,7066516.286,5467001.062,9341903.878,5557744.575,9739949.176,9399411.492,10300000,13100000,1.3e+07,10400000,5188742.595,8483340.615,12400000
"O-LPC(20:2)",19100000,9069725.31,10300000,10300000,6861814.66,9802127.2,9943138.05,10900000,5827962.072,8074998.914,11100000,11600000,11700000,9430293.503,13100000,1.1e+07,9812014.199,6747946.643,7736039.271,5578871.762
"O-LPE(16:1)",88100000,64300000,40300000,49200000,5.3e+07,52800000,42300000,33700000,29100000,31800000,29100000,68700000,32900000,43100000,63300000,49200000,66400000,55400000,49600000,67500000
"O-LPE(18:0)",7886467.99,5660799.038,4876555.575,7722726.074,6145571.043,6350353.632,5368846.904,5884835.917,5918962.184,7893431.392,10100000,4884911.511,7196789.828,4635420.605,5208809.541,4119296.127,4475989.53,4545785.992,4247732.205,5595894.679
"O-LPE(18:1)",47500000,36900000,21600000,25500000,28700000,27500000,2.4e+07,1.8e+07,1.6e+07,18200000,1.6e+07,45400000,15800000,33900000,40600000,33400000,38900000,31900000,27700000,34600000
"O-LPE(18:2)",29300000,19500000,13700000,13900000,17400000,17100000,13200000,8781875.409,7573013.202,10600000,9336265.943,23500000,10600000,11600000,22700000,15300000,22400000,16900000,16100000,20700000
"O-LPE(20:0)",4946254.885,2826347.236,2196934.446,2925482.304,3593911.009,3136272.108,2743133.602,3768182.527,3168933.345,4758007.7,4915157.806,3096009.674,4268247.982,2936811.233,3240548.293,2142447.478,1423923.183,1785490.608,3244992.535,1692163.259
"O-MG(18:3)",28300000,57700000,37800000,51900000,48500000,53900000,33300000,31500000,28300000,37500000,40700000,26500000,40700000,22700000,27700000,19400000,90900000,47200000,53400000,61700000
"O-MG(20:4)",1.31e+08,3.98e+08,2.49e+08,3.29e+08,1.86e+08,3.17e+08,2.5e+08,1.27e+08,49300000,1.6e+08,96900000,88200000,96400000,6e+07,89600000,1.14e+08,3.58e+08,2.7e+08,3.8e+08,4.41e+08
"O-PA(18:0)",9134797.942,15300000,18600000,13800000,16200000,14700000,9870892.918,6946141.42,8355931.898,8674889.697,9072541.757,11500000,4339612.108,8661610.323,1.1e+07,13600000,15900000,19300000,14500000,14300000
"O-PA(36:1)",11300000,2571050.526,3272369.989,5296561.666,4446659.055,2531656.375,3292908.44,4283737.253,2125924.625,973835.668,1300608.021,6331319.753,1071680.641,2682037.504,8873224.635,5855377.74,7501278.991,4507770.582,3550023.322,2210520.41
"O-PA(36:6)",3184558.53,6182584.465,4207768.827,7955084.541,5961057.56,4568317.126,4180036.045,2622654.607,2500952.755,2623169.241,3190797.209,1896202.847,1781133.214,2857440.745,4372499.626,7338659.844,9047744.342,5879616.199,7901936.817,7701991.074
"O-PC(24:0)",7.2e+08,2.83e+08,3.56e+08,4.58e+08,4.21e+08,4.05e+08,4.13e+08,3.56e+08,3.44e+08,4.41e+08,3.73e+08,6.01e+08,3.5e+08,5.4e+08,5.76e+08,4.05e+08,3.03e+08,3.21e+08,2.55e+08,2.64e+08
"O-PC(24:1)",2.39e+08,1.21e+08,1.1e+08,1.47e+08,1.55e+08,1.33e+08,1.23e+08,2.06e+08,1.29e+08,1.74e+08,1.86e+08,2.72e+08,1.67e+08,1.87e+08,2.22e+08,1.59e+08,1.11e+08,1.04e+08,95200000,1.05e+08
"O-PC(26:2)",13600000,6242557.745,3843451.838,9913009.952,5202474.539,5359157.149,6695812.057,9344689.678,12200000,11200000,11100000,9514787.204,10700000,6652291.748,11900000,6058439.68,8140594.842,5356778.319,3402937.794,6477123.538
"O-PC(26:3)",14200000,506169.3094,6655733.158,5375791.723,6151955.731,2530846.547,3514381.026,7860518.016,6819984.535,5407272.394,506169.3094,14700000,7856732.701,14500000,5670056.662,7222089.822,3414906.775,6620812.56,2789284.7,4255863.788
"O-PC(30:0)",726100000,501100000,496900000,571400000,665600000,403600000,738500000,277600000,228100000,211200000,2.76e+08,963500000,2.35e+08,760800000,743300000,818600000,453200000,445800000,384400000,514300000
"O-PC(30:1)",3.3e+07,6792543.431,25900000,22300000,33100000,22900000,26400000,26700000,15300000,18500000,23900000,40700000,10300000,18500000,2.8e+07,33500000,1.4e+07,20900000,3.3e+07,16100000
"O-PC(32:0)",1.677e+10,1.199e+10,1.0711e+10,1.2479e+10,1.0696e+10,1.0499e+10,1.4856e+10,8.25e+09,7.096e+09,8.613e+09,8.074e+09,1.982e+10,8.246e+09,1.557e+10,1.472e+10,1.853e+10,1.0183e+10,1.002e+10,9.333e+09,1.1104e+10
"O-PC(32:1)",2.835e+09,1316500000,1311500000,1656500000,2210600000,1394600000,2021300000,8.2e+08,643900000,648300000,881800000,3193900000,833200000,2406300000,2341600000,2312700000,1195400000,1165700000,991300000,1369700000
"O-PC(32:2)",55800000,17600000,14400000,1.3e+07,30600000,16100000,58300000,6027108.247,1.2e+07,6e+07,9743705.026,1.25e+08,10300000,74200000,84300000,82700000,11700000,16400000,13300000,19500000
"O-PC(32:3)",10300000,29800000,16900000,23100000,16200000,22100000,25200000,21800000,18100000,23800000,2.9e+07,18400000,33300000,15700000,14900000,14400000,25900000,28200000,28700000,32100000
"O-PC(32:5)",17600000,26400000,14700000,25300000,26800000,19600000,21400000,2.9e+07,24100000,27300000,26200000,13600000,3.4e+07,20200000,13900000,13900000,2.1e+07,2.1e+07,2.4e+07,26400000
"O-PC(32:6)",6281628.695,5476772.476,13500000,11300000,2146429.002,2909064.247,8674645.981,14900000,20400000,8851720.614,21500000,13500000,13600000,6704103.132,11300000,9512197.304,5193053.481,1284699.455,11900000,3446198.537
"O-PC(34:0)",2.382e+09,1.145e+09,1.319e+09,1.57e+09,1.257e+09,1.131e+09,1.58e+09,1.353e+09,1.163e+09,1279300000,1238200000,2.666e+09,1.128e+09,2.456e+09,2.164e+09,1.909e+09,9.94e+08,1.055e+09,1.029e+09,1.002e+09
"O-PC(34:1)",42628100000,1.854e+10,18173700000,22959700000,21939400000,19559800000,23455200000,15903584799.266,13904116406.324,13306652450.222,16904867969.441,42839800000,14805464735.415,32542700000,36648600000,33945700000,1.4038e+10,13527700000,1.3333e+10,14635900000
"O-PC(34:2)",5.772e+09,1.526e+09,1.773e+09,3.315e+09,2.692e+09,1798600000,3.195e+09,1.197e+09,845400000,936600000,1.641e+09,4.526e+09,8.9e+08,5.018e+09,3.266e+09,4.656e+09,1.964e+09,2329800000,1826500000,2158300000
"O-PC(34:3)",45400000,33200000,27100000,33400000,3.9e+07,3.2e+07,36500000,30900000,29100000,3.1e+07,30700000,42800000,24600000,50100000,46100000,36700000,26200000,38300000,28200000,31700000
"O-PC(34:4)",2.76e+08,1.41e+08,1.66e+08,1.84e+08,1.53e+08,1.53e+08,1.71e+08,1.48e+08,1.33e+08,1.29e+08,1.28e+08,2.7e+08,1.33e+08,1.97e+08,2.19e+08,1.91e+08,1.49e+08,1.66e+08,1.47e+08,1.31e+08
"O-PC(34:5)",107500000,142800000,110500000,150400000,156100000,107900000,137200000,142100000,137500000,132800000,133700000,109600000,154800000,113800000,108500000,106300000,116100000,187300000,144200000,153900000
"O-PC(34:7)",3453969.041,16900000,27900000,20600000,14900000,13600000,15600000,6153098.173,1.2e+07,5826253.033,11600000,11400000,4398334.709,8475606.978,4008458.08,15300000,20200000,27300000,8393225.305,13600000
"O-PC(34:8)",4042395.022,5845194.604,12500000,11200000,10400000,5247161.712,5016418.724,19700000,2.9e+07,9449912.54,20700000,3940823.694,11200000,11800000,8875028.364,12600000,4888100.014,7749010.646,4294866.075,4610489.999
"O-PC(36:0)",1.82e+08,1.36e+08,1.3e+08,1.82e+08,1.44e+08,1.57e+08,1.93e+08,1.24e+08,1.12e+08,1.39e+08,1.55e+08,2.25e+08,1.39e+08,2.05e+08,1.88e+08,1.56e+08,1.01e+08,1.11e+08,1.04e+08,1.16e+08
"O-PC(36:1)",1.807e+09,6.25e+08,719600000,1.134e+09,1.059e+09,847200000,1.175e+09,580308049.174,529600000,647549552.598,721300000,2.171e+09,656500000,1.772e+09,1.726e+09,1.49e+09,593900000,586500000,550300000,496200000
"O-PC(36:2)",5678300000,2184500000,2457900000,3313300000,3580400000,2709300000,3460500000,1807400000,1669900000,1738400000,1853100000,6403800000,1654300000,4916600000,4751900000,4748600000,1922300000,1889700000,1629500000,2173200000
"O-PC(36:3)",4.596e+09,2067700000,2477200000,2.605e+09,3.052e+09,2.225e+09,3.282e+09,1.518e+09,1437400000,1543200000,1642600000,5.07e+09,1419800000,4.414e+09,4.03e+09,4.191e+09,2034200000,2146600000,1996600000,1967300000
"O-PC(36:4)",2.831e+10,1.3397e+10,1.3416e+10,1.4558e+10,1.636e+10,1.3177e+10,1.6436e+10,9.257e+09,9.247e+09,1.0021e+10,1.0356e+10,2.533e+10,1.1257e+10,2.1779e+10,2.335e+10,1.9945e+10,1.1335e+10,1.2554e+10,1.083e+10,1.1701e+10
"O-PC(36:5)",4842687592.082,4094987582.964,3593479566.104,3632734060.243,4141354598.841,3084307762.712,4524987522.034,2288860922.327,2521494662.358,2872104329.025,2659864264.953,4744460197.956,2654242538.736,4316837893.955,4667492106.11,4683569433.115,3521888193.226,3860965485.15,3697975350.737,3386192452.507
"O-PC(36:6)",33700000,23300000,3.4e+07,43200000,24800000,36600000,44900000,3.8e+07,51700000,48700000,49400000,33200000,46300000,27400000,32400000,38800000,27600000,29500000,2.5e+07,29600000
"O-PC(38:2)",8.68e+08,6.82e+08,7.48e+08,1.05e+09,8.26e+08,8.11e+08,1.137e+09,539500000,494900000,617800000,648300000,7.73e+08,6.4e+08,8.31e+08,8.57e+08,7.07e+08,4.52e+08,5.47e+08,5.69e+08,6.82e+08
"O-PC(38:3)",1741500000,640800000,660800000,855100000,795700000,701800000,924300000,609944950.765,614300000,663600000,659100000,1805200000,6.56e+08,1487200000,1443700000,1232200000,527500000,597400000,487400000,510700000
"O-PC(38:4)",8.173e+09,3.989e+09,3.737e+09,4763700000,4.111e+09,3837600000,4.506e+09,4248500000,4083900000,4214400000,4082600000,7.405e+09,4013800000,6.818e+09,6.529e+09,5.58e+09,3308200000,3887300000,3167900000,3151300000
"O-PC(38:5)",2.196e+10,1.3606e+10,1.1333e+10,1.2373e+10,1.2706e+10,1.0202e+10,1.2853e+10,9.528e+09,9.484e+09,9.831e+09,1.1286e+10,2.073e+10,1.2039e+10,1.677e+10,1.891e+10,1.608e+10,1.1208e+10,1.0146e+10,1.122e+10,1.1378e+10
"O-PC(38:6)",5287474723.283,2037600000,2320800000,2573900000,2612700000,2101900000,2739697087.092,1449400000,1517300000,1673900000,1508689795.073,4836470019.132,1574700000,4411754334.695,4930692927.056,4211535176.301,1838300000,1965300000,1987137691.542,1765200000
"O-PC(38:7)",579900000,255300000,348300000,410200000,308400000,363900000,339200000,1.22e+08,237100000,232700000,190300000,612900000,1.46e+08,490800000,604300000,6.13e+08,419700000,288200000,223600000,214800000
"O-PC(40:3)",551700000,297700000,281700000,436900000,294100000,314700000,3.75e+08,2.58e+08,168500000,291100000,329200000,470500000,303500000,473800000,414400000,346600000,219200000,211400000,2.25e+08,278500000
"O-PC(40:4)",1839400000,1094800000,862800000,1081300000,969700000,961200000,941400000,1083600000,762600000,1117100000,1.114e+09,1657400000,1102300000,1241800000,1.289e+09,986200000,808400000,810500000,851500000,829100000
"O-PC(40:5)",2451600000,1035800000,1177035463.41,1320700000,1319800000,953101600.865,1456023916.48,896600000,8.58e+08,863600000,948400000,2419100000,822800000,2027900000,2292800000,1815161136.1175,972500000,841200000,1.056e+09,817900000
"O-PC(40:6)",2694600000,1547400000,1762800000,1.997e+09,1746500000,1632900000,1892800000,1303300000,1326400000,1415400000,1499400000,2201400000,1485600000,2374300000,2639600000,2430500000,1370600000,1541600000,1372400000,1397900000
"O-PC(40:7)",4115108930.265,1876007709.865,1973429551.973,1969795427.944,2175739865.368,1558665717.994,2129717591.82,1209248897.115,1411488481.583,1384988482.285,1443193040.529,3988345539.202,1370902105.233,3254342069.03,3998959187.185,3683809346.176,1740861937.649,1581760443.491,1760259784.182,1521226699.199
"O-PC(40:8)",744800000,303700000,503246657.198,3.91e+08,571300000,311700000,401300000,257600000,205700000,243700000,226300000,751500000,302800000,541400000,633700000,613400000,287100000,292952867.682,303400000,265300000
"O-PC(40:9)",13900000,7295263.756,11100000,11700000,11100000,8093587.684,7503999.271,11300000,10900000,9986729.584,10700000,8774614.318,1.1e+07,1.2e+07,11800000,7640795.574,8859419.236,8804589.003,7115994.256,5693049.971
"O-PC(42:4)",2.07e+08,1.99e+08,1.91e+08,2.53e+08,1.86e+08,1.4e+08,2.4e+08,81500000,47400000,62200000,60300000,3e+08,7.1e+07,2.2e+08,1.89e+08,2.09e+08,1.02e+08,1.31e+08,97100000,1.22e+08
"O-PC(42:5)",1.49e+08,44400000,72700000,2.41e+08,2e+08,1.95e+08,2.12e+08,72100000,2.06e+08,2.51e+08,77700000,1.43e+08,1.13e+08,4.25e+08,3.42e+08,1.23e+08,70800000,77400000,1.97e+08,1.83e+08
"O-PC(42:6)",7.566e+09,6.456e+09,5.193e+09,6.719e+09,6.679e+09,5.803e+09,6.124e+09,8.059e+09,6.006e+09,6.024e+09,6.456e+09,6.47e+09,6.821e+09,5.723e+09,7.281e+09,6.169e+09,6.689e+09,6.228e+09,6.232e+09,6.082e+09
