,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,A,B,B,B,,
Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,SXY_FDUhhuang_164_pos,SXY_FDUhhuang_165_pos,SXY_FDUhhuang_166_pos,SXY_FDUhhuang_167_pos,SXY_FDUhhuang_170_pos,SXY_FDUhhuang_181_pos,1,1
5071,11.462,498.40634,DG 26:2|DG 8:0_18:2,[M+NH4]+,,0.5,TRUE,4.1,498.41531,C29H52O5,DG,BGDIOBIONVKNIY-XVTLYKPTNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.7,63.2,72,100,19.99,SXY_FDUhhuang_165_pos,498.40634:36449 499.40969:3572 500.41305:793,105.06498:35 119.0834:40 121.0957:40 135.12823:81 153.1557:35 193.16286:35 201.14975:296 245.22369:35 277.21826:35 326.96439:35 337.26422:202 445.298:35 463.37552:669 498.33344:40,39075,449717,22866,9990,241888,3473,127834.8419,181585.4034
5088,2.56,499.33704,DG 26:4,[M+Na]+,adduct linked to 4535_[M+H]+,0.333,TRUE,3.43,499.33939,C29H48O5,DG,UXCBZTCTKXYROD-ZRENGBSJNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,100,26.8,75,100,297.87,SXY_FDUhhuang_164_pos,499.33704:138925 500.34039:9624 501.34375:0,104.10467:1823 105.10901:1471 105.12196:160 106.10806:81 124.99308:40 124.99622:121 125.00406:121 126.99917:121 168.06374:35 184.07155:3230 184.08868:449 185.07594:1945 186.07541:2867 187.07756:161 187.09674:121 316.28046:81 479.29846:40 481.32144:161 499.33746:1941,1620331,462134,131502,222329,1141234,93233,611793.6745,627872.8089
5092,3.544,499.34357,DG 26:4,[M+Na]+,adduct linked to 5198_[M+Na]+,0.5,TRUE,3.43,499.33939,C29H48O5,DG,UXCBZTCTKXYROD-ZRENGBSJNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,100,25.5,75,100,177.5,SXY_FDUhhuang_170_pos,499.33923:185737 500.34258:10868 501.34594:794,104.1044:6102 105.10873:1746 106.10777:121 123.11613:40 125.00204:4160 127.00503:81 166.05753:40 184.07054:7871 185.07301:1394 186.07437:1672 187.08035:161 286.26743:35 313.26904:121 316.27805:81 478.29965:40 479.38019:40 481.33252:202 496.31253:40 499.34549:2068 499.37997:211,2087962,992961,1055982,1823662,3590144,886649,1739559.906,1030074.209
5033,11.212,497.34042,DG 26:5,[M+Na]+,similar chromatogram in higher mz_15490; similar chromatogram in higher mz_16916; similar chromatogram in higher mz_16985; found in higher mz's MsMs_16985; found in higher mz's MsMs_15490; found in higher mz's MsMs_14613; similar chromatogram in higher mz_5868; found in higher mz's MsMs_16994,1,TRUE,3.22,497.32376,C29H46O5,DG,LFQQBMCSQGTBCP-NLKJXZCKNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,96.6,99.7,17.5,75,100,10.95,SXY_FDUhhuang_166_pos,497.32901:10503 498.33236:4267 499.33572:530,107.05491:40 111.03781:40 111.03929:81 149.08321:35 167.05879:35 184.06116:81 195.00458:35 213.07465:35 219.16859:202 235.09866:40 250.10115:35 275.12793:35 291.16849:202 410.31097:35 479.48239:35 497.32965:121,70302,58108,89071,136070,78149,147560,96543.43555,36674.80205
5627,8.943,521.41638,DG 27:0,[M+Na]+,similar chromatogram in higher mz_18557,0.333,TRUE,5.17,521.41766,C30H58O5,DG,JDIHVLHJBFEPBC-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,99.7,99.9,null,75,100,12.28,SXY_FDUhhuang_167_pos,521.41638:79254 522.41973:24519 523.42309:9562,101.05802:40 104.11133:81 109.09933:81 111.04501:81 123.11754:40 161.12888:81 203.17508:35 277.23114:40 308.30164:35 363.23953:35 476.36472:40 503.40604:40 521.3432:121 521.38483:161 521.50012:1473 521.52258:275,943343,92629,136858,1071986,72639,11191,388107.7456,483321.044
5628,9.319,521.41687,DG 27:0,[M+Na]+,,0.5,TRUE,5.17,521.41766,C30H58O5,DG,JDIHVLHJBFEPBC-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.9,4.9,75,100,19.8,SXY_FDUhhuang_164_pos,521.41687:121898 522.42022:44029 523.42358:56894,104.10874:81 121.10265:35 127.07164:35 147.11684:40 157.10014:40 162.10481:35 169.10159:35 177.16368:35 184.08069:81 203.15361:40 209.12735:40 239.17584:40 253.15289:35 306.19263:35 344.25833:35 351.32977:35 405.37497:40 427.34531:35 432.25449:35 457.4039:35 485.39154:81 503.40414:121 519.86249:81 521.40216:121 521.50464:1121,2173350,217604,1418421,474798,196566,28700,751573.1644,855388.0855
5543,9.833,519.3924,DG 27:1,[M+Na]+,,0.167,TRUE,4.7,519.40198,C30H56O5,DG,HNEDSTVXDVHKGW-PFONDFGANA-N,CCCCCCCCC\C=C/CCCCCCCC(=O)OC(CO)COC(=O)CCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,86.3,99.9,1.5,75,100,24.74,SXY_FDUhhuang_166_pos,519.3924:60428 520.39575:23606 521.39911:50583,242.11066:35 249.0463:81 249.05293:162 250.07236:121 305.1221:162 306.12515:487 306.14233:121 359.67834:40 361.18842:797 361.20975:120 362.1889:1600 417.23364:121 418.24289:273 418.25436:286 473.30365:81 474.31436:798 501.40182:81 519.35779:81,350371,27477,796518,439153,13372,15016,273650.9451,316829.8287
5544,9.442,519.39246,DG 27:1,[M+Na]+,,0.167,TRUE,4.7,519.40198,C30H56O5,DG,HNEDSTVXDVHKGW-PFONDFGANA-N,CCCCCCCCC\C=C/CCCCCCCC(=O)OC(CO)COC(=O)CCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,86.3,99.9,null,75,100,30.59,SXY_FDUhhuang_166_pos,519.39246:75103 520.39581:8909 521.39917:71028,107.07815:40 109.06145:35 124.12374:40 132.02092:40 145.09367:40 175.10043:40 189.13341:40 205.11722:35 227.11243:40 236.2487:35 255.14014:35 277.18643:40 353.27408:35 383.16943:35 442.34363:35 460.24426:81 477.38672:40 501.37354:81 519.3418:161 519.38977:202 519.4729:121,219300,49970,1669429,89858,27815,11584,344659.4116,653272.6376
5546,7.817,519.40039,DG 27:1,[M+Na]+,found in higher mz's MsMs_7112; found in higher mz's MsMs_18653,0.333,TRUE,4.7,519.40198,C30H56O5,DG,HNEDSTVXDVHKGW-PFONDFGANA-N,CCCCCCCCC\C=C/CCCCCCCC(=O)OC(CO)COC(=O)CCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,100,28.4,75,100,5.47,SXY_FDUhhuang_164_pos,519.40137:17518 520.40472:5007 521.40808:15889,104.10294:40 123.8442:35 146.98404:35 214.08589:35 234.42439:40 415.28906:35 460.24619:40 483.48611:40 519.37604:81,268220,13905,55570,295790,8165,9948,108599.7052,135733.0129
5547,8.143,519.40051,DG 27:1,[M+Na]+,,0.333,TRUE,4.7,519.40198,C30H56O5,DG,HNEDSTVXDVHKGW-PFONDFGANA-N,CCCCCCCCC\C=C/CCCCCCCC(=O)OC(CO)COC(=O)CCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,99.6,99.9,null,75,100,5.16,SXY_FDUhhuang_167_pos,519.40051:22867 520.40386:17706 521.40722:29528,102.12698:40 123.10977:40 151.12839:81 184.06119:80 184.0688:1916 186.07838:81 201.1864:40 215.17682:35 224.09111:81 250.05707:40 289.21655:40 314.27142:81 341.32776:81 345.30984:40 379.29178:35 418.24957:81 460.24542:81 465.36676:40 501.37802:40 501.38116:121 519.32086:161 519.3656:366 519.47113:81,216936,11784,18627,175546,2455,10016,72560.80969,96829.38595
5549,9.329,519.40112,DG 27:1,[M+Na]+,,0.333,TRUE,4.7,519.40198,C30H56O5,DG,HNEDSTVXDVHKGW-PFONDFGANA-N,CCCCCCCCC\C=C/CCCCCCCC(=O)OC(CO)COC(=O)CCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.9,17.4,75,100,3.89,SXY_FDUhhuang_165_pos,519.40179:12545 520.40514:1140 521.4085:23297,109.09731:35 120.0742:35 163.71136:35 253.19545:35 296.16266:35 339.21936:35 360.27841:35 403.34616:35 446.26587:35 460.25168:162 486.69565:35 501.2933:40 503.10724:35 519.35925:121,1005063,162559,158906,190417,9013,23119,258179.3677,373834.8895
5477,9.519,517.37195,DG 27:2,[M+Na]+,adduct linked to 4962_[M+H]+,0.667,TRUE,4.36,517.38635,C30H54O5,DG,VLAHUCOPZUHQIY-HDXUUTQWNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC\C=C/C\C=C/CCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.9,64.8,75,100,52.44,SXY_FDUhhuang_167_pos,517.38477:107225 518.38812:27434 519.39148:69914,104.10416:40 217.12993:40 237.14453:81 321.23047:35 401.27478:40 499.39157:81 517.25446:121 517.37573:2944 517.44269:157,313408,102889,1110993,969787,46517,76002,436599.2917,479130.1544
5478,9.367,517.38239,DG 27:2,[M+Na]+,adduct linked to 4960_[M+H]+,0.5,TRUE,4.36,517.38635,C30H54O5,DG,VLAHUCOPZUHQIY-HDXUUTQWNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC\C=C/C\C=C/CCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.9,64.2,75,100,60.46,SXY_FDUhhuang_164_pos,517.38239:95061 518.38574:30703 519.3891:55730,107.08543:81 161.131:81 237.14288:121 459.26572:40 471.33624:121 517.38:1827 517.49487:81,2120376,177229,1025858,300375,131527,18963,629054.7939,814053.0523
5447,9.358,515.3537,DG 27:3,[M+Na]+,,0.667,TRUE,4.03,515.37073,C30H52O5,DG,FUNGMCOBASZNOT-BBDKIWCZNA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,97.4,99.9,18.3,75,100,51.25,SXY_FDUhhuang_165_pos,515.36572:8853 516.36907:3202 517.37243:14926,199.1393:35 206.17253:40 297.17542:35 384.30609:40 427.37701:35 432.40594:40 453.38916:35 480.38489:40 515.23126:40 515.35229:81,569566,126101,1182493,64731,43214,38116,337370.3353,461127.9704
5448,7.773,515.36481,DG 27:3,[M+Na]+,adduct linked to 4877_[M+H]+; found in higher mz's MsMs_10650,0.167,TRUE,4.03,515.37073,C30H52O5,DG,FUNGMCOBASZNOT-BBDKIWCZNA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,96.7,99.9,27.5,75,100,5.67,SXY_FDUhhuang_164_pos,515.36481:2409 516.36816:1591 517.37152:3302,173.0759:40 365.28851:35 426.31918:40 447.32806:40 497.35706:35 515.36218:81,24270,3080,3870,25643,1936,17521,12719.96124,11054.2566
5449,7.4,515.36542,DG 27:3,[M+Na]+,adduct linked to 5351_[M+NH4]+,0.167,TRUE,4.03,515.37073,C30H52O5,DG,FUNGMCOBASZNOT-BBDKIWCZNA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,97.8,99.9,27.7,75,100,7.13,SXY_FDUhhuang_164_pos,515.36542:3653 516.36877:4929 517.37213:4574,125.00054:35 136.01102:40 171.08284:35 295.19269:35 307.25616:40 324.20471:35 367.19708:40 478.6492:35 515.37463:81,54941,3519,11488,88822,6733,13800,29883.82703,34437.60599
5423,7.375,513.35052,DG 27:4,[M+Na]+,found in higher mz's MsMs_9205,0.5,TRUE,3.69,513.35504,C30H50O5,DG,TWQBCVZPBLAYHR-XWVIRPHINA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.9,50.1,75,100,11.04,SXY_FDUhhuang_166_pos,513.35846:7176 514.36181:1790 515.36517:7996,133.09998:35 176.99544:35 205.11343:40 322.22678:35 373.20441:35 439.22809:35 506.34305:35 513.33057:121 513.34326:161,132657,8424,52195,16937,38062,27180,45909.139,45214.03142
5363,2.752,511.33151,DG 27:5,[M+Na]+,,0.5,TRUE,3.48,511.33939,C30H48O5,DG,HEAFWMJUKYSLFJ-ZLOVRBIMNA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,100,18.8,75,100,18.88,SXY_FDUhhuang_164_pos,511.33801:9027 512.34136:4615 513.34472:1443,102.12434:162 104.10439:121 176.98997:35 184.07106:557 185.06781:81 511.35403:81,77893,22986,29654,36912,55048,215539,73005.28874,72589.49245
5364,10.225,511.34299,DG 27:5,[M+Na]+,found in higher mz's MsMs_6874,0.167,TRUE,3.48,511.33939,C30H48O5,DG,HEAFWMJUKYSLFJ-ZLOVRBIMNA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,99.9,99.8,22.8,75,100,116.91,SXY_FDUhhuang_164_pos,511.34299:55468 512.34634:32315 513.3497:2714,109.09953:81 219.1712:998 290.16492:35 305.18921:162 493.46942:35 511.35391:121 511.37296:202 511.39517:161,651556,857369,1752574,945976,1825683,825704,1143143.531,509947.761
5368,9.845,511.35077,DG 27:5,[M+Na]+,found in higher mz's MsMs_8356,0.833,TRUE,3.48,511.33939,C30H48O5,DG,HEAFWMJUKYSLFJ-ZLOVRBIMNA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,99.8,99.8,10,75,100,35.35,SXY_FDUhhuang_166_pos,511.34192:36726 512.34527:18812 513.34863:5598,102.13851:40 219.15196:40 223.16158:35 249.11931:121 268.25134:35 300.16553:35 305.18085:660 511.30408:81,187413,237437,327021,317131,356439,348986,295737.7161,67955.17254
5369,6.732,511.35272,DG 27:5,[M+Na]+,found in higher mz's MsMs_6963,0.5,TRUE,3.48,511.33939,C30H48O5,DG,HEAFWMJUKYSLFJ-ZLOVRBIMNA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,99.2,99.9,14.2,75,100,157.71,SXY_FDUhhuang_166_pos,511.3428:105973 512.34615:14546 513.34951:1985,104.10161:1408 124.99432:202 184.06512:3196 185.06949:451 256.25296:81 493.33997:393 511.29822:40 511.34262:365,1777000,1588517,1589055,1857860,280248,1678347,1461837.76,588459.7185
5371,7.455,511.35349,DG 27:5,[M+Na]+,found in higher mz's MsMs_9510; found in higher mz's MsMs_8397; found in higher mz's MsMs_7392; found in higher mz's MsMs_9158; found in higher mz's MsMs_9155; found in higher mz's MsMs_8398; found in higher mz's MsMs_10892,0.667,TRUE,3.48,511.33939,C30H48O5,DG,HEAFWMJUKYSLFJ-ZLOVRBIMNA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.9,28.8,75,100,98.92,SXY_FDUhhuang_166_pos,511.34268:99385 512.34603:45235 513.34939:15754,103.08498:40 104.10301:202 125.01311:40 132.05806:121 184.06126:162 187.05374:35 203.12914:121 203.13913:162 203.16312:40 219.1729:2277 223.0863:35 234.09755:81 249.11726:81 275.2468:35 293.18768:81 305.17371:161 305.19333:121 511.33932:671 511.37741:315 511.42181:81,484122,609802,999548,1200007,768749,1056261,853081.5573,277675.867
5997,11.308,533.41052,DG 28:1,[M+Na]+,found in higher mz's MsMs_12789,0.667,TRUE,4.97,533.41766,C31H58O5,DG,VXNZLPLSNMXOKQ-YPKPFQOONA-N,CCCCCCCC\C=C/CCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,93,99.8,9.8,75,100,8.95,SXY_FDUhhuang_164_pos,533.41052:12334 534.41387:3907 535.41723:1764,111.10135:81 116.67606:35 148.0847:35 184.07285:35 227.14249:35 303.25369:35 475.13525:35 515.435:40 533.4278:81 533.5282:423,138631,78967,96569,39798,26176,75211,75891.90951,40368.63331
5956,5.115,531.40356,DG 28:2,[M+Na]+,,0.167,TRUE,4.63,531.40198,C31H56O5,DG,ROHANZJEYWIHHE-XVTLYKPTNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,100,18.9,75,100,15.74,SXY_FDUhhuang_164_pos,531.40356:14028 532.40691:7146 533.41027:10534,104.10559:379 124.98933:40 124.99561:162 140.88652:35 171.12106:40 184.06494:81 184.07065:294 204.16202:40 273.21423:35 319.09933:81 375.15024:40 375.172:121 431.23013:40 486.29306:40 486.37347:81 531.35211:162,151133,11175,4202,41626,8380,96002,52086.41284,59539.99091
5847,13.34,526.4408,DG 28:2|DG 14:1_14:1,[M+NH4]+,found in higher mz's MsMs_5854,0.5,TRUE,4.5,526.44659,C31H56O5,DG,UOMACDOEROJUON-HWAYABPNNA-N,CCCC\C=C/CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC\C=C/CCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,88,99.6,9.6,63.2,100,4.05,SXY_FDUhhuang_164_pos,526.4408:6009 527.44415:3627 528.44751:1814,172.05275:81 227.11681:121 229.187:81 270.26587:40 270.2728:121 283.26175:465 498.40768:81 509.47046:81 526.39374:504 526.43237:121 526.51282:1074,64739,22511,14913,9983,4069,51987,28033.62703,24591.83186
5907,2.21,529.37756,DG 28:3,[M+Na]+,,0.5,TRUE,4.29,529.38635,C31H54O5,DG,KNXDAIUHOAZPRZ-LNCSVHMCNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCCC\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,94.7,100,63.9,75,100,46.77,SXY_FDUhhuang_165_pos,529.37756:70729 530.38091:22949 531.38427:3458,120.07773:40 130.15903:35 140.13802:121 342.26328:81 482.37439:162 529.37396:1156,4475,697279,306790,24311,20324,406861,243340.0557,279854.0306
5908,12.179,529.37769,DG 28:3,[M+Na]+,,0.333,TRUE,4.29,529.38635,C31H54O5,DG,KNXDAIUHOAZPRZ-LNCSVHMCNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCCC\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.7,18.9,75,100,13.73,SXY_FDUhhuang_167_pos,529.38367:45476 530.38702:20056 531.39038:5402,102.12563:121 107.10414:40 109.09941:81 121.0947:40 137.13058:121 149.12776:81 153.03145:81 174.11436:81 191.17245:81 203.15923:40 205.18977:81 224.07234:332 225.07721:81 238.08104:35 260.11212:35 264.09567:202 278.11963:121 280.13992:81 292.1322:121 311.21274:40 334.18149:40 341.18546:35 380.30899:40 402.24799:40 484.30643:80 484.33115:629 485.35046:121 529.35291:202 529.40778:161 529.4433:81 529.46912:121,7921,4461,650,366586,268,385174,127510.0442,192496.5857
5870,7.958,527.36481,DG 28:4,[M+Na]+,found in higher mz's MsMs_5884,0.167,TRUE,3.95,527.37073,C31H52O5,DG,KDXCRYRQVYSKBZ-ZRENGBSJNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,97.5,99.9,33.5,75,100,1226.66,SXY_FDUhhuang_166_pos,527.36481:801116 528.36816:43875 529.37152:9222,100.98198:81 103.77245:40 104.10139:9744 105.10571:5547 105.11865:194 106.10763:2502 106.12063:160 107.10849:81 124.99406:1873 125.00661:394 125.9951:121 126.99698:537 166.06102:162 184.06473:9821 185.06909:6355 186.07045:7474 187.07834:1041 259.1055:81 261.1055:81 342.29669:81 344.30325:202 447.28094:40 507.3461:162 509.35135:1827 526.37238:313 527.36414:8930,3425276,7451114,8068751,4577320,5532494,4304866,5559970.042,1842225.47
5871,6.59,527.36823,DG 28:4,[M+Na]+,,0.333,TRUE,3.95,527.37073,C31H52O5,DG,KDXCRYRQVYSKBZ-ZRENGBSJNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,100,37.5,75,100,184.64,SXY_FDUhhuang_170_pos,527.36823:167074 528.37158:7930 529.37494:1588,100.98647:40 104.10309:1615 104.11597:160 105.10741:202 106.10645:121 114.13242:35 124.99591:162 128.00629:81 166.07036:40 184.06694:2271 185.07512:727 186.07266:1231 187.07289:202 509.35797:202 525.66479:35 527.36761:1798,190097,3657732,2298649,3840980,3054317,1022420,2344032.336,1473724.505
5875,6.641,527.37457,DG 28:4,[M+Na]+,,0.167,TRUE,3.95,527.37073,C31H52O5,DG,KDXCRYRQVYSKBZ-ZRENGBSJNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,100,33.7,75,100,193.64,SXY_FDUhhuang_181_pos,527.37457:164698 528.37792:10704 529.38128:793,104.10461:1325 105.10896:202 106.11089:81 121.09358:35 178.08006:40 184.07146:1857 184.08478:159 185.07393:535 186.07339:1443 187.07938:121 327.19037:40 507.36591:35 509.35858:81 510.39755:81 525.68805:40 527.38123:1397,698099,2436114,667431,7133496,650877,2644773,2371798.344,2506795.677
5804,4.812,525.35645,DG 28:5,[M+Na]+,,0.167,TRUE,3.61,525.35504,C31H50O5,DG,FKBGRKXUHONXSS-GJCLIZKUNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,100,15.7,75,100,267.36,SXY_FDUhhuang_166_pos,525.35645:214690 526.3598:30132 527.36316:1586,104.10131:2388 105.10419:1430 124.9924:2403 125.99344:81 166.05548:81 184.06461:5575 185.07469:1244 186.07222:121 187.07437:81 507.34573:121 525.35223:688,955329,2747072,4090664,690868,3503582,793018,2130089.021,1506663.936
5805,7.958,525.3598,DG 28:5,[M+Na]+,,0.333,TRUE,3.61,525.35504,C31H50O5,DG,FKBGRKXUHONXSS-GJCLIZKUNA-N,CCCCCCCC(=O)OCC(CO)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,99.6,99.9,34.8,75,100,41977.99,SXY_FDUhhuang_166_pos,525.3598:35400504 526.36315:7253627 527.36651:1007728,100.11543:81 103.07194:81 103.77383:4383 103.98544:81 104.10278:613632 104.45661:161 104.48816:161 104.52401:236 104.54839:222 104.58712:161 104.61295:217 104.62873:120 104.64021:120 104.66605:201 104.68901:201 104.73925:257 104.77371:517 104.84408:121 104.92023:81 104.93747:81 104.98346:81 105.02946:81 105.10567:103958 105.19341:121 105.51307:121 105.54765:161 105.57504:81 105.63847:81 105.69327:121 105.76827:121 105.87795:81 105.91404:121 105.9588:81 106.06135:81 106.50244:81 106.56036:81 106.61974:81 106.98218:121 107.1099:121 107.39029:81 109.09789:1038 110.09947:335 111.11008:202 112.11341:81 116.99279:81 121.09459:81 123.10972:202 124.11571:162 124.59753:509 124.99401:128811 125.99978:6060 127.14241:121 128.12819:81 135.10585:40 137.13203:162 143.00902:121 154.99318:81 163.00919:3463 164.01013:777 165.52811:121 166.05734:12131 167.06033:2777 181.01891:1888 182.01683:162 183.48463:3571 183.54166:81 184.07037:710052 184.4798:288 184.5484:477 184.57889:159 184.59795:441 184.63226:756 184.6456:381 184.67229:683 184.73138:339 184.75809:436 184.78096:199 184.83437:286 184.8687:231 184.9202:376 185.07094:194419 185.237:81 185.52541:121 185.55789:161 185.61331:202 185.64581:121 185.68213:121 185.72418:161 185.75287:161 185.90585:121 185.95367:121 186.0015:202 186.07037:228 186.09908:121 186.13927:161 186.2235:81 186.369:202 186.39966:81 186.42838:81 186.45711:121 186.46861:81 186.58356:121 186.83083:81 186.94206:81 187.02838:121 187.22795:121 187.28938:81 187.51022:121 188.39297:162 188.47:121 189.71616:81 190.01384:81 191.38539:81 199.03288:491 201.19592:81 215.19072:81 237.04027:35 240.09102:642 240.11276:80 241.0963:254 258.10153:7899 259.10767:4192 266.42517:81 268.25784:162 286.26971:202 309.45447:40 311.27338:81 311.28577:202 312.28152:509 320.28729:35 341.19958:81 341.29547:3837 342.29654:20629 434.58221:35 447.27484:786 448.27225:7392 505.71362:796 506.34158:1695 507.34906:124492 508.34805:161 508.36069:121 509.46198:81 510.14615:81 512.1474:81 516.69409:81 523.67535:2837 524.35931:6513 524.4621:81 525.36523:401901,284883392,281780128,354978592,164376512,215862448,160041200,243653712,76935063.49
6376,9.293,547.42987,DG 29:1,[M+Na]+,found in higher mz's MsMs_6834,0.333,TRUE,5.24,547.43329,C32H60O5,DG,FTQGBVUFCDQLFK-PFONDFGANA-N,CCCCCCCCC\C=C/CCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,99.5,99.9,13.9,75,100,15.2,SXY_FDUhhuang_164_pos,547.42987:60636 548.43322:16964 549.43658:27591,141.02182:35 166.09598:35 197.01234:35 236.03607:35 251.19476:40 323.27362:40 342.30121:40 375.33337:35 423.30075:35 446.4682:35 473.31207:40 488.28558:162 501.44519:35 513.11011:35 529.42487:81 547.34961:81 547.42834:161 547.50055:121,686092,165450,157971,25682,36969,68536,190116.6943,250163.3657
