ms2name,DIFF,LipidIon,LipidGroup,Class,FattyAcid,FA1,FA2,FA3,FA4,IonFormula,CalMz,RT-(min),VIP,Fold Change,P-value,Cold-1,Cold-2,Cold-3,Cold-4,Cold-5,Cold-6,Cold-7,Cold-8,RT-1,RT-2,RT-3,RT-4,RT-5,RT-6,RT-7,RT-8,QC-1,QC-2,QC-3,QC-4,QC-5
POS17,,Cer(d18:1/18:0)+H,Cer(d36:1)+H,Cer,(d18:1/18:0),(d18:1),(18:0),,,C36 H72 O3 N1,566.551,13.602,0.93755,1.9168,0.000949662,4.30E+08,2.00E+08,2.70E+08,2.90E+08,2.70E+08,1.90E+08,2.70E+08,2.80E+08,5.10E+07,1.40E+08,1.20E+08,1.10E+08,1.60E+08,2.00E+08,2.20E+08,1.40E+08,2.10E+08,2.10E+08,2.00E+08,2.00E+08,1.90E+08
POS18,,Cer(d18:2/18:0)+H,Cer(d36:2)+H,Cer,(d18:2/18:0),(d18:2),(18:0),,,C36 H70 O3 N1,564.535,12.6269,0.241289,1.63021,0.001005407,2.80E+07,1.80E+07,2.20E+07,2.00E+07,2.40E+07,1.60E+07,2.20E+07,2.40E+07,4455158,1.50E+07,1.20E+07,1.20E+07,1.50E+07,2.00E+07,1.60E+07,1.20E+07,1.80E+07,1.70E+07,1.80E+07,1.70E+07,1.80E+07
POS19,,Cer(d18:1/19:0)+H,Cer(d37:1)+H,Cer,(d18:1/19:0),(d18:1),(19:0),,,C37 H74 O3 N1,580.566,14.227,0.12215,1.48937,0.008792682,1.10E+07,6281386,9976056,8414316,9939607,9032595,1.20E+07,8508390,1543004,8249098,5318770,5608033,5954263,8119768,8186567,7319806,8036887,8302889,7844514,9141380,7519515
POS20,,Cer(d18:1/20:0)+H,Cer(d38:1)+H,Cer,(d18:1/20:0),(d18:1),(20:0),,,C38 H76 O3 N1,594.582,14.7997,0.458428,1.83456,3.94E-05,6.90E+07,5.10E+07,6.90E+07,7.40E+07,7.40E+07,5.60E+07,8.10E+07,6.60E+07,1.50E+07,3.80E+07,3.00E+07,3.50E+07,4.20E+07,4.80E+07,4.90E+07,3.90E+07,5.00E+07,5.10E+07,4.90E+07,4.90E+07,5.10E+07
POS21,,Cer(d18:2/20:0)+H,Cer(d38:2)+H,Cer,(d18:2/20:0),(d18:2),(20:0),,,C38 H74 O3 N1,592.566,13.7382,0.261744,1.72884,2.59E-05,2.30E+07,1.80E+07,2.40E+07,2.50E+07,2.90E+07,2.20E+07,2.60E+07,2.20E+07,6289843,1.40E+07,1.20E+07,1.40E+07,1.60E+07,1.60E+07,1.60E+07,1.50E+07,1.90E+07,2.00E+07,1.80E+07,2.00E+07,1.70E+07
POS23,,Cer(d18:1/22:0)+H,Cer(d40:1)+H,Cer,(d18:1/22:0),(d18:1),(22:0),,,C40 H80 O3 N1,622.613,16.0791,0.703421,1.66518,0.000138215,2.20E+08,1.60E+08,2.00E+08,2.10E+08,2.20E+08,1.80E+08,2.60E+08,2.20E+08,5.00E+07,1.40E+08,1.00E+08,1.30E+08,1.50E+08,1.60E+08,1.50E+08,1.30E+08,1.70E+08,1.70E+08,1.70E+08,1.70E+08,1.70E+08
POS24,,Cer(d18:1/22:1)+H,Cer(d40:2)+H,Cer,(d18:1/22:1),(d18:1),(22:1),,,C40 H78 O3 N1,620.598,14.8029,0.183498,2.10875,0.06053664,1.80E+07,4.70E+07,1.50E+07,1.70E+07,1.80E+07,6.70E+07,1.90E+07,1.60E+07,5141198,1.40E+07,9691944,1.20E+07,1.30E+07,1.80E+07,1.80E+07,1.30E+07,1.30E+07,5.10E+07,4.70E+07,1.30E+07,1.40E+07
POS27,,Cer(d18:1/23:0)+H,Cer(d41:1)+H,Cer,(d18:1/23:0),(d18:1),(23:0),,,C41 H82 O3 N1,636.629,16.7535,0.513,1.53351,0.000322745,1.20E+08,9.90E+07,1.30E+08,1.30E+08,1.30E+08,1.00E+08,1.50E+08,1.40E+08,3.90E+07,9.50E+07,7.20E+07,7.80E+07,8.50E+07,1.00E+08,9.30E+07,8.90E+07,1.10E+08,1.00E+08,9.90E+07,1.10E+08,1.10E+08
POS30,,Cer(d18:2/23:0)+H,Cer(d41:2)+H,Cer,(d18:2/23:0),(d18:2),(23:0),,,C41 H80 O3 N1,634.613,15.751,0.283002,1.39588,0.000995231,5.00E+07,3.90E+07,5.00E+07,5.50E+07,4.90E+07,4.00E+07,5.40E+07,5.80E+07,2.20E+07,4.10E+07,3.20E+07,3.20E+07,4.40E+07,3.80E+07,3.70E+07,3.80E+07,4.60E+07,4.20E+07,3.80E+07,4.20E+07,4.30E+07
POS31,,Cer(d18:0/24:1)+H,Cer(d42:1)+H,Cer,(d18:0/24:1),(d18:0),(24:1),,,C42 H84 O3 N1,650.645,16.48,0.132275,1.27066,0.061136877,1.70E+07,1.80E+07,1.70E+07,2.30E+07,2.00E+07,1.50E+07,2.20E+07,1.90E+07,4802354,1.60E+07,1.30E+07,1.40E+07,1.70E+07,2.00E+07,2.00E+07,1.40E+07,1.90E+07,1.80E+07,1.50E+07,1.90E+07,1.60E+07
POS32,,Cer(d18:1/24:0)+H,Cer(d42:1)+H,Cer,(d18:1/24:0),(d18:1),(24:0),,,C42 H84 O3 N1,650.645,17.4209,0.650015,1.59835,0.00027346,1.80E+08,1.50E+08,2.10E+08,2.10E+08,2.20E+08,1.80E+08,2.30E+08,2.40E+08,6.60E+07,1.60E+08,1.00E+08,1.20E+08,1.30E+08,1.60E+08,1.50E+08,1.20E+08,1.60E+08,1.70E+08,1.60E+08,1.60E+08,1.70E+08
POS34,,Cer(d18:1/24:1)+H,Cer(d42:2)+H,Cer,(d18:1/24:1),(d18:1),(24:1),,,C42 H82 O3 N1,648.629,15.9832,0.969771,1.47865,0.000990009,4.90E+08,4.40E+08,5.10E+08,5.10E+08,5.30E+08,4.10E+08,5.70E+08,5.40E+08,1.50E+08,4.00E+08,2.70E+08,3.10E+08,3.40E+08,4.50E+08,4.40E+08,3.50E+08,4.20E+08,4.50E+08,4.00E+08,4.20E+08,4.20E+08
POS35,,Cer(d18:1/24:1)+H,Cer(d42:2)+H,Cer,(d18:1/24:1),(d18:1),(24:1),,,C42 H82 O3 N1,648.629,16.2249,0.426352,1.44361,0.001797474,9.90E+07,9.10E+07,1.10E+08,1.30E+08,1.20E+08,1.10E+08,1.20E+08,1.50E+08,5.00E+07,9.40E+07,7.10E+07,8.30E+07,8.30E+07,1.00E+08,9.30E+07,6.70E+07,9.90E+07,9.40E+07,8.90E+07,9.10E+07,1.10E+08
POS36,,Cer(d18:1/24:2)+H,Cer(d42:3)+H,Cer,(d18:1/24:2),(d18:1),(24:2),,,C42 H80 O3 N1,646.613,14.8947,0.637046,1.49544,0.002239123,2.10E+08,1.80E+08,2.10E+08,2.10E+08,2.50E+08,1.90E+08,2.40E+08,2.70E+08,7.00E+07,1.80E+08,1.10E+08,1.30E+08,1.40E+08,2.00E+08,2.00E+08,1.50E+08,1.70E+08,1.80E+08,1.70E+08,1.80E+08,1.70E+08
POS38,,Cer(d18:2/24:2)+H,Cer(d42:4)+H,Cer,(d18:2/24:2),(d18:2),(24:2),,,C42 H78 O3 N1,644.598,13.812,0.106834,1.43143,0.044698973,9302996,7314159,9793192,1.00E+07,1.10E+07,9975301,1.30E+07,1.60E+07,3755995,7987978,5471794,6102309,8797100,1.40E+07,8363346,5628125,1.20E+07,8759809,7678780,6849433,8277417
POS6,,Cer(d18:1/14:0)+H,Cer(d32:1)+H,Cer,(d18:1/14:0),(d18:1),(14:0),,,C32 H64 O3 N1,510.488,11.3746,0.0382868,1.14643,0.324111533,4690844,5038834,8317065,6483216,8541908,8739190,7624187,1.10E+07,3459647,8623839,4915229,7134099,6395274,7655751,8004967,6382032,5870496,6481722,7045213,7332235,8275687
POS7,,Cer(d17:1/16:0)+H,Cer(d33:1)+H,Cer,(d17:1/16:0),(d17:1),(16:0),,,C33 H66 O3 N1,524.504,11.939,0.154416,1.37853,0.024755966,1.40E+07,1.50E+07,1.70E+07,1.70E+07,1.60E+07,1.40E+07,1.90E+07,2.10E+07,3813490,1.50E+07,9821881,9674619,1.20E+07,1.80E+07,1.70E+07,1.20E+07,1.50E+07,1.30E+07,1.40E+07,1.40E+07,1.30E+07
POS8,,Cer(d18:0/16:0)+H,Cer(d34:0)+H,Cer,(d18:0/16:0),(d18:0),(16:0),,,C34 H70 O3 N1,540.535,12.8557,0.320974,1.45031,0.021466138,5.80E+07,4.80E+07,5.70E+07,7.00E+07,7.20E+07,4.80E+07,7.60E+07,7.50E+07,1.30E+07,5.00E+07,2.80E+07,3.50E+07,4.80E+07,6.90E+07,6.20E+07,4.10E+07,5.60E+07,5.30E+07,4.90E+07,5.10E+07,5.40E+07
NEG137,,CerG1(d42:1+pO)-H,CerG1(d42:1+pO)-H,CerG1,(d42:1+pO),(d42:1+pO),,,,C48 H92 O9 N1,826.678,15.6825,9.93E-05,1.90306,0.000328915,1.40E+07,1.50E+07,9715165,1.30E+07,1.20E+07,7692151,1.40E+07,9149534,4166355,3541417,4233839,5781114,7717106,9322421,7947226,6621615,8261443,9073260,9041399,4455218,8159119
POS40,,CerG1(d28:1)+NH4,CerG1(d28:1)+NH4,CerG1,(d28:1),(d28:1),,,,C34 H69 O8 N2,633.505,14.6603,0.515349,1.20361,0.663951174,3.90E+07,2.30E+07,1.60E+08,8.50E+07,9.30E+07,2.50E+08,6.80E+07,2.10E+08,1.70E+08,2.10E+08,2.90E+07,2.40E+08,3.20E+07,1.60E+07,1.30E+07,6.20E+07,1.00E+08,9.50E+07,9.10E+07,9.10E+07,9.70E+07
POS41,,CerG1(d28:1)+NH4,CerG1(d28:1)+NH4,CerG1,(d28:1),(d28:1),,,,C34 H69 O8 N2,633.505,15.178,0.0993297,1.08997,0.425152866,2.50E+07,3.20E+07,3.30E+07,2.90E+07,4.30E+07,3.90E+07,2.70E+07,2.50E+07,3.50E+07,3.40E+07,2.80E+07,3.30E+07,2.10E+07,2.50E+07,2.10E+07,3.50E+07,3.20E+07,3.00E+07,2.90E+07,3.10E+07,3.00E+07
POS42,,CerG1(d30:1)+NH4,CerG1(d30:1)+NH4,CerG1,(d30:1),(d30:1),,,,C36 H73 O8 N2,661.536,15.8958,0.435358,1.31591,0.521843424,2.40E+07,1.50E+07,1.10E+08,6.50E+07,9.40E+07,1.80E+08,4.00E+07,1.50E+08,1.30E+08,1.40E+08,1.90E+07,1.50E+08,2.70E+07,1.00E+07,9296409,3.10E+07,6.40E+07,6.30E+07,6.30E+07,6.00E+07,7.50E+07
POS43,,CerG1(d30:1)+NH4,CerG1(d30:1)+NH4,CerG1,(d30:1),(d30:1),,,,C36 H73 O8 N2,661.536,16.3353,0.186066,1.11272,0.122360736,9.80E+07,1.20E+08,8.80E+07,8.70E+07,1.20E+08,9.50E+07,8.70E+07,9.70E+07,8.40E+07,9.20E+07,8.60E+07,7.60E+07,8.90E+07,9.80E+07,7.50E+07,1.10E+08,9.70E+07,1.10E+08,9.00E+07,1.00E+08,9.30E+07
POS44,,CerG1(d30:2)+NH4,CerG1(d30:2)+NH4,CerG1,(d30:2),(d30:2),,,,C36 H71 O8 N2,659.52,15.1008,0.194553,1.19263,0.139325879,1.40E+08,1.60E+08,1.80E+08,1.20E+08,1.90E+08,1.40E+08,1.60E+08,1.40E+08,1.20E+08,1.10E+08,1.20E+08,1.40E+08,1.30E+08,1.10E+08,9.50E+07,2.20E+08,1.50E+08,1.40E+08,1.40E+08,1.30E+08,1.50E+08
POS45,,CerG1(d32:1)+NH4,CerG1(d32:1)+NH4,CerG1,(d32:1),(d32:1),,,,C38 H77 O8 N2,689.567,17.1954,0.517921,1.36431,0.456138343,3.80E+07,2.90E+07,1.50E+08,1.00E+08,1.10E+08,2.50E+08,6.40E+07,2.30E+08,1.80E+08,2.00E+08,2.90E+07,1.90E+08,2.80E+07,1.40E+07,2.00E+07,4.50E+07,9.60E+07,8.90E+07,9.10E+07,9.60E+07,9.40E+07
POS46,,CerG1(d32:2)+NH4,CerG1(d32:2)+NH4,CerG1,(d32:2),(d32:2),,,,C38 H75 O8 N2,687.552,16.0301,0.2054,1.38641,0.374291838,9871162,6.30E+07,3.50E+07,2.00E+07,2.40E+07,6.50E+07,1.60E+07,9.60E+07,4.00E+07,4.50E+07,6099507,5.10E+07,5928805,4.00E+07,3.80E+07,1.30E+07,1.90E+07,2.10E+07,1.90E+07,2.10E+07,2.00E+07
POS47,,CerG1(d18:1/16:0)+H,CerG1(d34:1)+H,CerG1,(d18:1/16:0),(d18:1),(16:0),,,C40 H78 O8 N1,700.572,11.5283,0.0495071,1.09804,0.556662649,9630052,1.10E+07,8894075,1.00E+07,1.20E+07,8047228,1.20E+07,1.50E+07,7471646,1.20E+07,6272494,6577366,7490505,1.40E+07,1.70E+07,7681090,8858314,1.10E+07,1.10E+07,1.00E+07,1.00E+07
POS48,,CerG1(d34:2)+NH4,CerG1(d34:2)+NH4,CerG1,(d34:2),(d34:2),,,,C40 H79 O8 N2,715.583,17.2974,0.504347,1.549,0.254105047,4.90E+07,4.20E+07,1.40E+08,1.00E+08,1.10E+08,2.50E+08,8.10E+07,2.40E+08,1.40E+08,1.70E+08,3.00E+07,1.90E+08,2.90E+07,2.00E+07,2.60E+07,5.10E+07,9.00E+07,9.30E+07,9.20E+07,9.60E+07,9.40E+07
POS49,,CerG1(d18:1/18:0)+H,CerG1(d36:1)+H,CerG1,(d18:1/18:0),(d18:1),(18:0),,,C42 H82 O8 N1,728.603,12.5547,0.259072,1.8397,0.000573306,2.70E+07,2.80E+07,1.60E+07,2.40E+07,2.20E+07,1.50E+07,2.80E+07,2.10E+07,7932840,1.00E+07,7805862,1.30E+07,1.30E+07,1.80E+07,1.80E+07,1.00E+07,1.90E+07,1.90E+07,1.70E+07,1.70E+07,1.80E+07
POS51,,CerG1(d36:3)+NH4,CerG1(d36:3)+NH4,CerG1,(d36:3),(d36:3),,,,C42 H81 O8 N2,741.599,17.5509,0.949203,1.26441,0.525807885,3.00E+08,1.60E+08,4.90E+08,3.90E+08,1.40E+08,9.60E+08,3.90E+08,9.10E+08,6.50E+08,7.60E+08,2.40E+08,6.80E+08,1.20E+08,1.00E+08,9.30E+07,2.90E+08,4.10E+08,4.00E+08,4.00E+08,1.80E+08,1.80E+08
POS52,,CerG1(d36:4)+NH4,CerG1(d36:4)+NH4,CerG1,(d36:4),(d36:4),,,,C42 H79 O8 N2,739.583,16.3106,0.187836,0.9744,0.745178003,2.50E+08,1.50E+08,1.70E+08,1.60E+08,2.20E+08,2.30E+08,1.70E+08,2.30E+08,2.00E+08,2.40E+08,2.10E+08,2.30E+08,2.00E+08,1.80E+08,1.60E+08,2.20E+08,2.20E+08,2.00E+08,1.90E+08,2.20E+08,2.10E+08
POS53,,CerG1(d18:1/20:0)+H,CerG1(d38:1)+H,CerG1,(d18:1/20:0),(d18:1),(20:0),,,C44 H86 O8 N1,756.635,13.6339,0.274391,1.82429,0.000237018,2.90E+07,2.60E+07,2.10E+07,2.70E+07,2.50E+07,1.50E+07,2.50E+07,1.90E+07,8821862,1.10E+07,8563879,1.10E+07,1.60E+07,1.90E+07,1.70E+07,1.20E+07,1.90E+07,1.60E+07,1.70E+07,2.00E+07,1.70E+07
POS54,,CerG1(d18:1/20:0+O)+H,CerG1(d38:1+O)+H,CerG1,(d18:1/20:0+O),(d18:1),(20:0+O),,,C44 H86 O9 N1,772.63,13.3604,0.278312,1.93399,0.000147485,2.50E+07,3.00E+07,2.10E+07,2.80E+07,2.70E+07,1.20E+07,2.90E+07,2.30E+07,9095274,1.20E+07,7727318,1.20E+07,1.50E+07,1.80E+07,1.50E+07,1.30E+07,1.90E+07,1.90E+07,1.60E+07,1.60E+07,2.00E+07
POS55,,CerG1(d18:1/20:1)+H,CerG1(d38:2)+H,CerG1,(d18:1/20:1),(d18:1),(20:1),,,C44 H84 O8 N1,754.619,13.3786,0.178004,2.01779,1.94E-05,1.10E+07,1.20E+07,9574076,9265531,9536547,6217765,1.00E+07,8263139,4722416,5210961,2862709,3845065,5333926,5937056,6450862,3459341,6880987,6347941,7584212,7165853,6236808
POS56,,CerG1(d38:3)+NH4,CerG1(d38:3)+NH4,CerG1,(d38:3),(d38:3),,,,C44 H85 O8 N2,769.63,18.812,1.06438,1.1525,0.621412045,3.40E+08,3.20E+08,7.00E+08,5.80E+08,7.00E+08,1.20E+09,5.10E+08,1.00E+09,1.00E+09,1.10E+09,3.20E+08,9.80E+08,2.70E+08,2.50E+08,2.70E+08,4.20E+08,6.50E+08,6.30E+08,6.20E+08,6.30E+08,6.70E+08
POS57,,CerG1(d38:4)+NH4,CerG1(d38:4)+NH4,CerG1,(d38:4),(d38:4),,,,C44 H83 O8 N2,767.614,17.626,0.427263,1.23123,0.531583646,6.90E+07,6.80E+07,2.00E+08,9.20E+07,1.00E+08,2.30E+08,1.60E+08,1.90E+08,9.50E+07,2.80E+08,5.30E+07,2.50E+08,5.40E+07,4.40E+07,5.10E+07,7.30E+07,9.50E+07,9.50E+07,9.70E+07,9.90E+07,1.00E+08
POS59,,CerG1(d18:1/22:0)+H,CerG1(d40:1)+H,CerG1,(d18:1/22:0),(d18:1),(22:0),,,C46 H90 O8 N1,784.666,14.788,0.367287,1.7911,0.000316218,5.30E+07,5.60E+07,3.90E+07,4.90E+07,4.90E+07,2.60E+07,5.10E+07,4.00E+07,1.70E+07,2.30E+07,1.70E+07,2.20E+07,2.80E+07,3.60E+07,3.40E+07,2.40E+07,3.70E+07,3.50E+07,3.50E+07,3.70E+07,3.60E+07
POS60,,CerG1(d18:1/22:0+O)+H,CerG1(d40:1+O)+H,CerG1,(d18:1/22:0+O),(d18:1),(22:0+O),,,C46 H90 O9 N1,800.661,14.4892,0.642731,1.93156,0.000128397,1.50E+08,1.60E+08,1.10E+08,1.50E+08,1.30E+08,7.90E+07,1.40E+08,1.10E+08,4.40E+07,6.00E+07,4.10E+07,6.10E+07,8.10E+07,9.50E+07,8.50E+07,6.30E+07,1.00E+08,1.00E+08,9.90E+07,1.00E+08,1.00E+08
POS61,,CerG1(d18:1/22:1)+H,CerG1(d40:2)+H,CerG1,(d18:1/22:1),(d18:1),(22:1),,,C46 H88 O8 N1,782.65,14.4962,0.446023,1.85709,0.000133978,7.80E+07,8.40E+07,6.70E+07,7.30E+07,7.00E+07,4.20E+07,6.40E+07,5.60E+07,2.70E+07,2.50E+07,2.50E+07,3.30E+07,4.30E+07,5.20E+07,4.50E+07,3.70E+07,5.40E+07,5.60E+07,4.90E+07,5.40E+07,5.50E+07
POS62,,CerG1(d18:1/23:0)+H,CerG1(d41:1)+H,CerG1,(d18:1/23:0),(d18:1),(23:0),,,C47 H92 O8 N1,798.682,15.4098,0.246453,1.79563,0.001952371,2.30E+07,2.40E+07,1.70E+07,2.00E+07,1.90E+07,9450603,2.30E+07,1.50E+07,4517369,8759620,8502526,9348639,1.10E+07,1.50E+07,1.60E+07,1.10E+07,1.60E+07,1.50E+07,1.50E+07,1.40E+07,1.70E+07
POS63,,CerG1(d18:1/23:0+O)+H,CerG1(d41:1+O)+H,CerG1,(d18:1/23:0+O),(d18:1),(23:0+O),,,C47 H92 O9 N1,814.677,15.0867,0.206376,1.73574,0.000190425,1.90E+07,2.00E+07,1.40E+07,1.80E+07,1.60E+07,1.10E+07,1.80E+07,1.30E+07,5409021,9162225,6853159,9835031,1.00E+07,1.10E+07,1.20E+07,9823257,1.40E+07,1.30E+07,1.30E+07,1.40E+07,1.50E+07
POS64,,CerG1(d18:0/24:0)+H,CerG1(d42:0)+H,CerG1,(d18:0/24:0),(d18:0),(24:0),,,C48 H96 O8 N1,814.713,16.4586,0.22758,1.78214,0.000861509,3.00E+07,3.00E+07,1.90E+07,2.30E+07,2.40E+07,1.40E+07,2.50E+07,2.00E+07,7093349,1.30E+07,7066948,1.20E+07,1.80E+07,1.90E+07,1.40E+07,1.40E+07,2.00E+07,2.20E+07,1.80E+07,2.00E+07,1.90E+07
POS65,,CerG1(d18:0/24:0+O)+H,CerG1(d42:0+O)+H,CerG1,(d18:0/24:0+O),(d18:0),(24:0+O),,,C48 H96 O9 N1,830.708,16.2039,0.227815,1.74844,0.0002109,2.40E+07,2.70E+07,1.80E+07,2.50E+07,1.90E+07,1.40E+07,2.60E+07,2.00E+07,8851940,1.30E+07,7343939,1.30E+07,1.50E+07,1.60E+07,1.40E+07,1.20E+07,1.70E+07,1.90E+07,1.70E+07,1.70E+07,1.80E+07
POS67,,CerG1(d18:1/24:0)+H,CerG1(d42:1)+H,CerG1,(d18:1/24:0),(d18:1),(24:0),,,C48 H94 O8 N1,812.697,16.0154,0.488281,1.7232,0.001272946,1.20E+08,1.30E+08,8.10E+07,1.10E+08,9.20E+07,6.20E+07,1.10E+08,7.40E+07,3.50E+07,5.10E+07,3.70E+07,5.60E+07,6.00E+07,7.90E+07,7.70E+07,5.70E+07,7.80E+07,7.50E+07,7.40E+07,7.90E+07,8.30E+07
POS68,,CerG1(d18:1/24:0+O)+H,CerG1(d42:1+O)+H,CerG1,(d18:1/24:0+O),(d18:1),(24:0+O),,,C48 H94 O9 N1,828.692,15.6944,0.582064,1.81962,0.000818414,1.40E+08,1.50E+08,1.00E+08,1.30E+08,1.20E+08,6.90E+07,1.40E+08,9.80E+07,4.00E+07,5.50E+07,4.20E+07,5.50E+07,7.90E+07,9.90E+07,8.70E+07,6.50E+07,9.60E+07,9.40E+07,9.00E+07,9.00E+07,9.80E+07
POS70,,CerG1(d18:1/24:1)+H,CerG1(d42:2)+H,CerG1,(d18:1/24:1),(d18:1),(24:1),,,C48 H92 O8 N1,810.682,14.7084,0.461217,1.79631,0.000446157,8.70E+07,9.40E+07,6.40E+07,8.50E+07,7.30E+07,4.50E+07,8.40E+07,6.20E+07,2.80E+07,3.30E+07,2.70E+07,3.90E+07,4.90E+07,5.80E+07,5.70E+07,4.10E+07,6.00E+07,5.90E+07,5.20E+07,5.90E+07,5.70E+07
POS71,,CerG1(d18:1/24:1)+H,CerG1(d42:2)+H,CerG1,(d18:1/24:1),(d18:1),(24:1),,,C48 H92 O8 N1,810.682,15.7017,0.378687,1.78524,0.001228609,6.10E+07,6.30E+07,4.40E+07,5.60E+07,5.10E+07,2.70E+07,6.10E+07,4.20E+07,1.70E+07,2.30E+07,1.80E+07,2.60E+07,3.40E+07,4.10E+07,3.90E+07,2.70E+07,4.10E+07,4.30E+07,3.70E+07,4.00E+07,4.20E+07
POS73,,CerG1(d18:0+pO/24:2)+H,CerG1(d42:2+pO)+H,CerG1,(d18:0+pO/24:2),(d18:0+pO),(24:2),,,C48 H92 O9 N1,826.677,14.4319,0.26977,2.08764,1.88E-05,2.20E+07,2.60E+07,1.90E+07,2.10E+07,2.20E+07,1.40E+07,2.50E+07,1.80E+07,5430664,9486050,6890687,9774275,1.30E+07,1.20E+07,1.30E+07,1.00E+07,1.70E+07,1.70E+07,1.40E+07,1.60E+07,1.50E+07
POS74,,CerG1(d18:1/24:2)+H,CerG1(d42:3)+H,CerG1,(d18:1/24:2),(d18:1),(24:2),,,C48 H90 O8 N1,808.666,13.7152,0.27496,1.76391,0.000369859,3.20E+07,3.20E+07,2.40E+07,2.80E+07,2.60E+07,1.80E+07,3.60E+07,2.30E+07,1.10E+07,1.30E+07,1.10E+07,1.40E+07,1.80E+07,2.40E+07,1.90E+07,1.40E+07,2.20E+07,2.10E+07,2.00E+07,2.30E+07,2.20E+07
NEG139,,CerG2(d37:4+pO)-H,CerG2(d37:4+pO)-H,CerG2,(d37:4+pO),(d37:4+pO),,,,C49 H86 O14 N1,912.605,12.71,8.92E-05,1.54182,0.000364069,1584717,1511234,1994765,1857946,1708464,2009914,2456024,1985869,920040,1625798,1644758,1074237,1126577,1250653,1048304,1109035,1659151,1490014,1631331,820802,1610448
NEG10,,CL(18:2/18:1/16:0/18:1)-H,CL(70:4)-H,CL,(18:2/18:1/16:0/18:1),(18:2),(18:1),(16:0),(18:1),C79 H145 O17 P2,1428,20.8537,0.00010851,7.9584,1.84E-05,7779274,5879392,8488755,7090198,1.20E+07,2555290,1.20E+07,8908221,806678,554771,747736,1177481,971668,1292363,1406796,1194624,5283579,5001822,4887674,2489380,4460707
NEG12,,CL(18:2/18:2/16:0/18:1)-H,CL(70:5)-H,CL,(18:2/18:2/16:0/18:1),(18:2),(18:2),(16:0),(18:1),C79 H143 O17 P2,1425.98,19.9152,0.00011275,6.16865,6.92E-06,1.10E+07,9022737,9139464,8181696,1.40E+07,3574326,1.40E+07,1.20E+07,891115,906898,1925960,1655039,1615818,1756034,2269896,1948295,5878219,6213321,5973789,3229404,6007133
NEG15,,CL(18:2/18:2/18:2/16:0)-H,CL(70:6)-H,CL,(18:2/18:2/18:2/16:0),(18:2),(18:2),(18:2),(16:0),C79 H141 O17 P2,1423.96,18.9992,0.00010671,3.29248,2.29E-05,6691064,6411923,9267927,6379387,1.20E+07,4970007,8888479,1.10E+07,1765774,1323292,2549859,3221781,2864273,2921386,2079138,3203915,6164129,4042363,4351467,1497198,5200634
NEG18,,CL(18:2/18:2/18:2/16:1)-H,CL(70:7)-H,CL,(18:2/18:2/18:2/16:1),(18:2),(18:2),(18:2),(16:1),C79 H139 O17 P2,1421.95,18.1025,0.00010641,2.00223,5.25E-05,7332102,5720226,6478047,6675618,7269237,4116194,4888235,7793537,1925008,2135894,3170566,4203922,2711657,3453641,4367040,3140864,4728616,5342851,4597816,2291059,4734599
NEG2,,CL(18:1/16:0/16:0/18:1)-H,CL(68:2)-H,CL,(18:1/16:0/16:0/18:1),(18:1),(16:0),(16:0),(18:1),C77 H145 O17 P2,1404,21.5915,0.00011154,4.94227,3.25E-06,2220531,3049129,3235546,2253062,3535787,1038918,2947395,2884420,471042,485730,389430,407972,505079,736444,806060,480645,2082780,1708805,1634900,1033648,1806866
NEG20,,CL(18:4/18:2/18:2/18:2)-H,CL(72:10)-H,CL,(18:4/18:2/18:2/18:2),(18:4),(18:2),(18:2),(18:2),C81 H137 O17 P2,1443.93,18.0971,0.00010123,1.90111,8.93E-05,962354,825155,913867,884603,1007816,724388,707192,1237155,281759,245635,456625,653676,527272,546592,612774,495826,797141,731779,706390,255583,645297
NEG21,,CL(18:2/18:1/18:1/18:1)-H,CL(72:5)-H,CL,(18:2/18:1/18:1/18:1),(18:2),(18:1),(18:1),(18:1),C81 H147 O17 P2,1454.01,20.8828,9.98E-05,5.37875,0.000189124,1143316,2379548,3384070,3083031,4644125,1176777,4629757,3530584,248733,380341,677494,431525,755243,800363,439236,723715,2270321,1885470,1871207,822184,2487542
NEG25,,CL(18:2/18:1/18:1/18:2)-H,CL(72:6)-H,CL,(18:2/18:1/18:1/18:2),(18:2),(18:1),(18:1),(18:2),C81 H145 O17 P2,1452,19.9558,0.00011529,3.01809,4.39E-06,1.50E+07,1.20E+07,1.10E+07,1.20E+07,1.50E+07,6978437,1.70E+07,1.40E+07,2719645,2701246,4629104,3583632,4998588,5175227,5535075,4448380,9729805,8478276,8331739,4420720,9283938
NEG28,,CL(18:2/18:2/18:2/18:1)-H,CL(72:7)-H,CL,(18:2/18:2/18:2/18:1),(18:2),(18:2),(18:2),(18:1),C81 H143 O17 P2,1449.98,19.0563,0.0001148,2.50709,7.90E-06,3.40E+07,2.70E+07,2.60E+07,2.70E+07,3.60E+07,1.70E+07,3.30E+07,3.40E+07,6871705,7556560,1.10E+07,1.20E+07,1.40E+07,1.40E+07,1.60E+07,1.20E+07,2.20E+07,2.00E+07,2.00E+07,9687342,2.10E+07
