"lipidName","Cold-1","Cold-2","Cold-3","Cold-4","Cold-5","Cold-6","Cold-7","Cold-8","RT-1","RT-2","RT-3","RT-4","RT-5","RT-6","RT-7","RT-8","QC-1","QC-2","QC-3","QC-4","QC-5"
"TG(18:2p/18:4/18:4)",1.6e+08,1.4e+08,1.4e+08,1.1e+08,1.6e+08,1.3e+08,1.7e+08,7.6e+07,1.1e+08,1.5e+08,1.9e+08,1.2e+08,1.2e+08,1.6e+08,1.4e+08,1.7e+08,1.5e+08,1.4e+08,1.5e+08,1.4e+08,1.5e+08
"TG(20:0e/16:0/18:1)",8.3e+07,1e+08,8.6e+07,1.1e+08,1e+08,8.3e+07,1.1e+08,9e+07,6.7e+07,1.1e+08,9.6e+07,1e+08,1e+08,7.9e+07,9.4e+07,9.6e+07,1e+08,9.9e+07,9.4e+07,9.4e+07,8.7e+07
"TG(18:0e/18:1/18:1)",2.1e+08,2.5e+08,2.1e+08,2.5e+08,1.9e+08,2.1e+08,2.8e+08,2e+08,1.2e+08,2.4e+08,2.1e+08,2.1e+08,2.1e+08,1.9e+08,2.1e+08,2.2e+08,2.3e+08,2.2e+08,2.1e+08,2.3e+08,1.8e+08
"TG(18:0/18:1/18:2)",1.3e+09,5.2e+08,8.4e+08,1.3e+09,6.5e+08,9.3e+08,6.5e+08,1.3e+09,1.2e+09,5.5e+08,5.9e+08,9.6e+08,1.5e+09,6.8e+08,1.1e+09,4.4e+08,5.7e+08,4.2e+08,8e+08,1e+09,6.2e+08
"TG(18:0e/18:1/18:2)",2.6e+08,3e+08,2.7e+08,3.1e+08,3.4e+08,2e+08,3.6e+08,2.4e+08,1.6e+08,2.8e+08,2.4e+08,2.3e+08,2.6e+08,2e+08,2e+08,2.4e+08,2.9e+08,2.6e+08,3e+08,3.2e+08,2.5e+08
"TG(18:0e/18:2/18:2)",1.3e+08,1.3e+08,1.4e+08,1.7e+08,1.6e+08,1.5e+08,2.2e+08,1.6e+08,9.7e+07,1.2e+08,1.1e+08,1.2e+08,1.2e+08,1.4e+08,1.2e+08,1.1e+08,1.3e+08,1.5e+08,1.6e+08,1.2e+08,1.1e+08
"TG(16:0/18:1/20:4)",1.6e+10,1.5e+10,1.7e+10,1.6e+10,1.8e+10,1.7e+10,1.7e+10,1.8e+10,1.9e+10,2e+10,1.8e+10,2e+10,1.6e+10,1.8e+10,1.6e+10,1.9e+10,1.8e+10,1.7e+10,1.9e+10,1.7e+10,1.7e+10
"TG(54:6)",1.8e+09,1.4e+09,5.2e+08,5.7e+08,7.5e+08,1.7e+09,6.3e+08,6.7e+08,7.6e+08,1.1e+09,5.6e+08,7.9e+08,1.8e+09,9.4e+08,6.6e+08,1.7e+09,9.9e+08,8.7e+08,8.4e+08,9.4e+08,6.5e+08
"TG(16:0/16:0/22:6)",2.7e+09,3.3e+09,2.8e+09,2.1e+09,3.6e+09,2.5e+09,3.4e+09,2.7e+09,3.2e+09,3.1e+09,2.4e+09,3.8e+09,2.6e+09,2.7e+09,2.7e+09,3e+09,2.8e+09,2.8e+09,3.8e+09,2.9e+09,2.7e+09
"TG(16:0e/16:0/22:6)",2.7e+08,3.6e+08,3.6e+08,4.3e+08,3.7e+08,4.3e+08,3.5e+08,4.7e+08,3.6e+08,4.7e+08,3.4e+08,3.9e+08,3.1e+08,3.5e+08,3.9e+08,3.4e+08,4e+08,3.5e+08,3.4e+08,3.7e+08,3.4e+08
"TG(54:6p)",5.1e+07,7.7e+07,7.2e+07,7.3e+07,7.1e+07,1.1e+08,5.3e+07,1.1e+08,8e+07,1.1e+08,7e+07,9e+07,6.7e+07,6.9e+07,5.9e+07,6.2e+07,9.9e+07,5.3e+07,4.8e+07,7.7e+07,8.8e+07
"TG(18:2p/18:1/18:3)",2.1e+08,2.1e+08,2.3e+08,2.3e+08,3.2e+08,3e+08,2.4e+08,2e+08,2.8e+08,3.5e+08,2.3e+08,2.8e+08,1.9e+08,2.4e+08,2.4e+08,2.1e+08,2.2e+08,2.5e+08,2.1e+08,3e+08,2e+08
"TG(16:1p/18:3/20:3)",3e+08,6e+08,5.6e+08,3.2e+08,5.8e+08,4.2e+08,3.5e+08,1.8e+08,2.6e+08,3.5e+08,5.9e+08,2.8e+08,2.7e+08,6e+08,3.3e+08,4.7e+08,5.9e+08,4.2e+08,5.5e+08,3.3e+08,5.3e+08
"TG(14:0/18:2/22:6)",8.4e+08,9.8e+08,1.3e+09,9.8e+08,1.4e+09,1.6e+09,1e+09,1.6e+09,1.3e+09,1.4e+09,8.3e+08,2.1e+09,8.8e+08,8.8e+08,9.8e+08,1.1e+09,1.1e+09,1.2e+09,1.1e+09,1.2e+09,1.2e+09
"TG(16:1p/18:3/20:4)",5.6e+08,5.8e+08,6.2e+08,6e+08,6.4e+08,5.1e+08,5.3e+08,5e+08,6.4e+08,6.7e+08,6.3e+08,6e+08,4e+08,5.8e+08,6e+08,6.3e+08,5.9e+08,5.5e+08,6.3e+08,6.1e+08,6.4e+08
"TG(18:2p/18:3/18:4)",4.2e+08,4.4e+08,5.6e+08,4.5e+08,4.4e+08,5.1e+08,6.3e+08,3.2e+08,3.4e+08,7e+08,7.1e+08,3.5e+08,6.4e+08,5.7e+08,4.6e+08,6.8e+08,5.1e+08,6.4e+08,6.1e+08,6.7e+08,4.2e+08
"TG(16:0/16:0/23:0)",1.2e+08,2.8e+08,1.2e+08,1.6e+08,6.9e+07,1.2e+08,1.4e+08,1.4e+08,1.6e+08,6.9e+07,8.1e+07,7.6e+07,1.3e+08,5.1e+07,6.3e+07,6e+07,1.4e+08,1.4e+08,8e+07,7.8e+07,1.4e+08
"TG(16:0/18:1/21:0)",1.5e+09,1.7e+09,1.6e+09,1.6e+09,1.5e+09,1.6e+09,1.8e+09,1.5e+09,1.2e+09,1.5e+09,1.6e+09,1.5e+09,1.8e+09,1.4e+09,1.3e+09,1.9e+09,1.7e+09,1.7e+09,1.6e+09,1.5e+09,1.7e+09
"TG(55:10)",1.8e+08,2.2e+08,1.3e+08,1.4e+08,2e+08,1.1e+08,1.4e+08,1.3e+08,2e+08,1.5e+08,1.9e+08,1.7e+08,1.9e+08,2e+08,1.7e+08,2.5e+08,1.8e+08,1.7e+08,1.8e+08,2e+08,1.7e+08
"TG(19:1/18:1/18:1)",2.3e+08,2.4e+08,2.4e+08,2.3e+08,2e+08,1.7e+08,2.4e+08,1.2e+08,2.1e+08,1.7e+08,2.4e+08,2.4e+08,2.5e+08,1.4e+08,2.5e+08,2.2e+08,2.5e+08,2.1e+08,2.2e+08,2.1e+08,2.1e+08
"TG(19:0/18:1/18:2)",9.8e+09,9.6e+09,1.1e+10,1.4e+10,1e+10,9.1e+09,1.2e+10,1.2e+10,9.7e+09,1.1e+10,1.1e+10,1.1e+10,1e+10,1.3e+10,1.2e+10,1.1e+10,1.1e+10,1.1e+10,9.5e+09,1.1e+10,1.1e+10
"TG(19:1/18:1/18:2)",1.1e+10,5.7e+09,1.1e+10,1.2e+10,1.1e+10,1.1e+10,1.1e+10,1e+10,5.1e+09,7.2e+09,1.2e+10,1.1e+10,5.8e+09,6e+09,1e+10,6.2e+09,1.2e+10,6.5e+09,1.1e+10,1.1e+10,1.1e+10
"TG(19:1/18:1/18:3)",1.3e+08,1.2e+08,1.9e+08,1.6e+08,1.5e+08,3.1e+08,1.3e+08,3e+08,1.9e+08,2.1e+08,1.8e+08,1.8e+08,1.4e+08,1.5e+08,1.6e+08,1.9e+08,2.8e+08,2.7e+08,1.5e+08,1.8e+08,1.9e+08
"TG(17:0/18:2/20:4)",2.2e+08,2.1e+08,2.5e+08,1.5e+08,2.4e+08,2.7e+08,1.3e+08,2.9e+08,2.7e+08,2e+08,1.9e+08,2.7e+08,2.7e+08,2.5e+08,2e+08,2.1e+08,2.4e+08,2.5e+08,3.4e+08,2.7e+08,1.8e+08
"TG(16:0/17:0/22:6)",6.8e+07,8.5e+07,8.8e+07,7.3e+07,9.6e+07,7.5e+07,7.8e+07,8.8e+07,1.3e+08,1.1e+08,9.3e+07,1.1e+08,9e+07,1.3e+08,1.2e+08,1.3e+08,1.1e+08,1.6e+08,9e+07,9.3e+07,9.2e+07
"TG(55:7)",2.5e+08,2.5e+08,1.5e+08,2.7e+08,2.3e+08,6.3e+07,2.7e+08,1.4e+08,2.1e+08,2e+08,2.9e+08,3.9e+08,1.7e+08,3.2e+08,4.5e+08,3e+08,1.2e+08,1.8e+08,2.3e+08,1.9e+08,3.5e+08
"TG(18:2/17:1/20:4)",3.2e+08,3.1e+08,4e+08,3.1e+08,3.5e+08,3.8e+08,3.5e+08,3.7e+08,4.3e+08,3.9e+08,2.4e+08,4e+08,3.1e+08,3.3e+08,4.2e+08,3.9e+08,3.2e+08,3.7e+08,3.5e+08,4.8e+08,3.7e+08
"TG(16:0/17:1/22:6)",1.5e+08,1.6e+08,1.8e+08,1.9e+08,1.7e+08,2.6e+08,1.7e+08,1.5e+08,3.4e+08,2.2e+08,2.2e+08,2e+08,2.2e+08,3.3e+08,2.3e+08,2.9e+08,2.7e+08,1.7e+08,1.9e+08,2.1e+08,1.9e+08
"TG(55:8)",3.2e+08,4.6e+08,2.4e+08,3.9e+08,3.1e+08,2.1e+08,3.2e+08,1.9e+08,3.1e+08,2.6e+08,4.2e+08,2.8e+08,4.8e+08,5.1e+08,3.9e+08,4.9e+08,3.2e+08,3.2e+08,3.3e+08,4.1e+08,3.7e+08
"TG(16:0/16:0/24:0)",2.9e+08,7e+08,2.9e+08,4.2e+08,1.8e+08,3.3e+08,3.8e+08,3.6e+08,2e+08,1.8e+08,1.8e+08,1.8e+08,3.4e+08,1.1e+08,1.5e+08,1.3e+08,3.5e+08,3.4e+08,2.1e+08,1.5e+08,3.6e+08
"TG(16:0/18:1/22:0)",1.9e+07,1.7e+07,1.5e+07,1.8e+07,1.6e+07,2.2e+08,4.1e+07,2e+07,3.5e+07,1.4e+07,1.5e+07,1.6e+07,4.3e+08,1.9e+07,1.1e+07,2.9e+08,1.6e+07,2e+07,1.1e+07,2.8e+08,2.7e+07
"TG(12:0p/22:5/22:5)",4.7e+08,4.6e+08,5e+08,5.3e+08,4.4e+08,4.2e+08,5.4e+08,4.1e+08,5e+08,5.1e+08,6.1e+08,4.8e+08,5.5e+08,5.9e+08,6e+08,5.2e+08,5.5e+08,5.1e+08,5.1e+08,5.5e+08,5.7e+08
"TG(20:0e/18:0/18:1)",2.1e+07,3.2e+07,2.2e+07,2.7e+07,2.6e+07,1.9e+07,3.2e+07,2.2e+07,1.7e+07,2.9e+07,2.7e+07,2.4e+07,2.6e+07,1.9e+07,2.4e+07,2.4e+07,2.7e+07,2.7e+07,2.4e+07,2.7e+07,2.6e+07
"TG(20:0p/18:0/18:1)",1.1e+08,1.4e+08,1e+08,1.4e+08,1.4e+08,1.1e+08,1.4e+08,1.1e+08,9e+07,8.3e+07,1.2e+08,1.1e+08,1.2e+08,1e+08,1.1e+08,1.2e+08,1.3e+08,1.3e+08,1.2e+08,1.3e+08,1.3e+08
"TG(20:0/18:1/18:1)",1.6e+08,9.5e+07,6.9e+07,1.8e+08,1.6e+08,7.1e+07,1.7e+08,1.5e+08,1.2e+08,9.5e+07,1.1e+08,1.5e+08,1.4e+08,9.4e+07,1.4e+08,1.6e+08,9.4e+07,1e+08,1.5e+08,1.8e+08,1.6e+08
"TG(18:0/18:1/20:1)",8.6e+09,8.9e+09,8.1e+09,9e+09,7.3e+09,7.5e+09,1.8e+10,7.6e+09,7.2e+09,1.5e+10,7.8e+09,6.7e+09,1.8e+10,8.9e+09,7.3e+09,8.9e+09,9.1e+09,7e+09,1.5e+10,8.3e+09,1.6e+10
"TG(20:0/18:1/18:2)",1.6e+10,2.3e+10,1.6e+10,1.7e+10,2.3e+10,2.3e+10,1.8e+10,1.5e+10,2.1e+10,2.4e+10,2.1e+10,2.3e+10,1.7e+10,1.5e+10,1.4e+10,2.4e+10,2.3e+10,1.6e+10,2.2e+10,2.4e+10,2.4e+10
"TG(20:0e/18:1/18:2)",1.9e+08,2e+08,2e+08,2.1e+08,2.1e+08,1.8e+08,2.4e+08,1.7e+08,1.2e+08,2.2e+08,2.1e+08,1.9e+08,1.7e+08,1.6e+08,1.8e+08,1.9e+08,2e+08,1.9e+08,1.8e+08,2e+08,2.1e+08
"TG(20:0e/18:2/18:2)",8.5e+07,6.6e+07,6.9e+07,6.4e+07,7.4e+07,6.3e+07,8.6e+07,5.4e+07,5e+07,7e+07,6.6e+07,5.7e+07,8e+07,5.7e+07,5e+07,5.9e+07,6.9e+07,5.9e+07,5.5e+07,6.4e+07,6.9e+07
"TG(18:0/18:1/20:4)",3.2e+09,3.7e+09,4.1e+09,3.9e+09,4e+09,4.5e+09,4e+09,4.5e+09,4.2e+09,4.3e+09,3.5e+09,5.4e+09,4.3e+09,4.1e+09,3.8e+09,3.9e+09,4e+09,3.9e+09,3.9e+09,4.2e+09,3.8e+09
"TG(18:1/18:2/20:3)",1.1e+10,1.1e+10,1.2e+10,1.4e+10,1.4e+10,1.6e+10,1.2e+10,1.6e+10,1.3e+10,1.3e+10,1.3e+10,1.3e+10,1.1e+10,1.3e+10,1.3e+10,1.1e+10,1.5e+10,1.2e+10,1.2e+10,1.5e+10,1.5e+10
"TG(16:0/18:2/22:4)",9.7e+09,1.5e+10,1.5e+10,1.6e+10,1.2e+10,1.9e+10,1.6e+10,1.4e+10,1.6e+10,1.7e+10,1.4e+10,1.4e+10,1.6e+10,1.6e+10,1.6e+10,1.2e+10,1.7e+10,1.2e+10,1.2e+10,1.7e+10,1.7e+10
"TG(18:0/16:0/22:6)",8.7e+08,1.1e+09,9.1e+08,7.8e+08,1e+09,8.7e+08,8.7e+08,9.5e+08,1.1e+09,1.6e+09,8.7e+08,1.5e+09,8.2e+08,1.1e+09,9.6e+08,1e+09,9.5e+08,1.4e+09,9.1e+08,1.5e+09,9.4e+08
"TG(18:0e/16:0/22:6)",8.4e+07,1.1e+08,1.3e+08,1.3e+08,1.5e+08,1.3e+08,1.2e+08,1.3e+08,1.2e+08,1.6e+08,1.4e+08,1.3e+08,1.2e+08,1.3e+08,1.4e+08,1.1e+08,1.4e+08,1.3e+08,1.2e+08,1.3e+08,1.2e+08
"TG(56:6p)",2.4e+08,2.8e+08,2.2e+08,2.8e+08,3.5e+08,2.7e+08,2.2e+08,2.7e+08,2.7e+08,3.9e+08,2.5e+08,2.2e+08,3.3e+08,2.7e+08,3.1e+08,3.3e+08,2.8e+08,3.3e+08,3.1e+08,2.8e+08,2.2e+08
"TG(20:3/18:2/18:2)",1.1e+10,1.1e+10,1.3e+10,1.3e+10,6.8e+09,1.8e+10,1.4e+10,1.6e+10,1.3e+10,1.5e+10,1.2e+10,6e+09,4.8e+09,1.2e+10,1.2e+10,4.4e+09,1.4e+10,6.9e+09,1.3e+10,6.8e+09,1.3e+10
"TG(18:1/18:2/20:4)",1.2e+10,1.3e+10,1.3e+10,1.3e+10,1.4e+10,1.3e+10,1.5e+10,1.3e+10,1.3e+10,1.4e+10,1.4e+10,1.2e+10,1.5e+10,1.5e+10,1.6e+10,1.5e+10,1.5e+10,1.3e+10,1.4e+10,1.4e+10,1.4e+10
"TG(16:0/18:2/22:6)",6.1e+09,7.8e+09,6.9e+09,6.6e+09,7.3e+09,6.2e+09,7.2e+09,6.2e+09,6.9e+09,5.9e+09,4.6e+09,5.8e+09,5e+09,5.7e+09,5.4e+09,6.3e+09,7e+09,6.4e+09,6.8e+09,7.1e+09,5.9e+09
"TG(16:0e/18:1/22:6)",3.3e+08,4.4e+08,3.9e+08,5.6e+08,4.4e+08,4.9e+08,4.4e+08,4.7e+08,3.6e+08,4.6e+08,3.8e+08,4.1e+08,3.9e+08,3.9e+08,4.2e+08,3.7e+08,4.5e+08,4.2e+08,4e+08,4.2e+08,4.2e+08
"TG(18:1p/18:3/20:3)",5.6e+08,4.5e+08,7.8e+08,7.5e+08,8e+08,7.3e+08,7.6e+08,4.7e+08,8.1e+08,8.4e+08,8.2e+08,7e+08,5.6e+08,8.1e+08,5.5e+08,8.2e+08,5.6e+08,5e+08,5.5e+08,8.2e+08,5.8e+08
"TG(20:5/18:2/18:2)",1.9e+09,2.1e+09,2.7e+09,2.2e+09,2.8e+09,3e+09,2.6e+09,2.7e+09,4e+09,4.1e+09,4e+09,4.5e+09,3.9e+09,4.4e+09,4.2e+09,4.5e+09,3.6e+09,3.5e+09,3.2e+09,3.6e+09,3.5e+09
"TG(16:0e/18:2/22:6)",9.1e+07,1.1e+08,1.2e+08,1.3e+08,1e+08,1.2e+08,1.3e+08,1.2e+08,9.6e+07,1.3e+08,1.1e+08,9.1e+07,1e+08,1.3e+08,1.2e+08,9.6e+07,9.8e+07,1.3e+08,1.2e+08,1.3e+08,1.1e+08
"TG(12:0p/22:4/22:4)",7.7e+08,9e+08,7.2e+08,7.2e+08,8.3e+08,7.4e+08,7.9e+08,6.3e+08,8.5e+08,8.6e+08,8.7e+08,4.7e+08,7.3e+08,8.5e+08,8.1e+08,6.3e+08,9.1e+08,7.2e+08,7.3e+08,7.5e+08,6.4e+08
"TG(18:3/18:2/20:4)",7.5e+07,8.6e+07,2.1e+08,7.9e+07,2.3e+08,2.3e+07,2.6e+08,1.8e+08,1.5e+08,1.3e+08,3e+08,3.1e+08,1.6e+08,1.9e+08,3.4e+08,2e+08,1.3e+08,2.6e+08,2.4e+08,2.5e+08,3.3e+08
"TG(16:1/18:2/22:6)",1.7e+09,2e+09,2.3e+09,1.9e+09,2.6e+09,2.5e+09,2e+09,2.1e+09,2.1e+09,2.1e+09,1.7e+09,2.3e+09,1.9e+09,1.6e+09,1.8e+09,2.3e+09,2e+09,2e+09,1.8e+09,2e+09,2.2e+09
"TG(16:0/18:3/22:6)",8.4e+08,1.1e+09,1.1e+09,9.9e+08,1.2e+09,1.3e+09,9.4e+08,1.3e+09,1.3e+09,1.2e+09,1e+09,1.5e+09,1.1e+09,1.1e+09,1.3e+09,1.3e+09,1.2e+09,1.2e+09,1.3e+09,1.6e+09,1.3e+09
"TG(20:1p/18:4/18:4)",5.9e+08,3.9e+08,6.3e+08,5.9e+08,7e+08,5.2e+08,7.9e+08,3.3e+08,7.2e+08,6.3e+08,6.9e+08,5.7e+08,4.4e+08,7.4e+08,7.9e+08,6.4e+08,4.5e+08,4.2e+08,6e+08,6.5e+08,6.2e+08
"TG(25:0/16:0/16:0)",4.9e+07,1e+08,4.9e+07,6.2e+07,2.5e+07,4.1e+07,6.5e+07,5e+07,6e+07,2.5e+07,3.2e+07,2.6e+07,4.9e+07,1.7e+07,2.3e+07,2e+07,5.3e+07,5e+07,3.5e+07,2.4e+07,5.8e+07
"TG(16:0/18:1/23:0)",6.7e+08,7.8e+08,5.8e+08,7.4e+08,5.5e+08,5.3e+08,6.6e+08,6.2e+08,4.8e+08,5.7e+08,5.3e+08,4.9e+08,7.1e+08,5e+08,4.7e+08,6.5e+08,6.5e+08,6.4e+08,5.9e+08,5.9e+08,6.1e+08
"TG(18:1/18:1/21:0)",1.9e+09,2.6e+09,2.5e+09,2.8e+09,2.6e+09,1.6e+09,2.7e+09,1.6e+09,1e+09,1.6e+09,1.7e+09,1.6e+09,2.7e+09,2.3e+09,2.1e+09,1.9e+09,1.8e+09,1.7e+09,1.6e+09,1.9e+09,1.9e+09
"TG(18:1/18:2/21:0)",2.9e+09,3.6e+09,2.7e+09,2.9e+09,3.5e+09,2.5e+09,2.8e+09,2.9e+09,2.4e+09,3.1e+09,3.1e+09,2.5e+09,3.8e+09,2.7e+09,2.5e+09,4.1e+09,3e+09,3.6e+09,2.9e+09,3.9e+09,2.9e+09
"TG(18:1/18:2/21:1)",1.1e+09,1.1e+09,1.2e+09,1.2e+09,1.3e+09,1.1e+09,1.3e+09,2.1e+09,1.1e+09,1.4e+09,1.4e+09,1.2e+09,1.2e+09,1.4e+09,9.9e+08,1.4e+09,1.2e+09,1.2e+09,1.1e+09,1.3e+09,1.3e+09
"TG(18:2/18:2/21:1)",7.1e+08,6.7e+08,5e+08,7.6e+08,7.2e+08,8.3e+08,4.1e+08,4.9e+08,4.9e+08,8.6e+08,8.4e+08,7.7e+08,6.4e+08,7.2e+08,6.7e+08,7.8e+08,7.3e+08,4.6e+08,7.7e+08,8.2e+08,4.6e+08
"TG(19:1/18:1/20:4)",6.9e+07,1.2e+08,1.2e+08,9.2e+07,1e+08,1.2e+08,7.6e+07,7.5e+07,1.7e+08,8.2e+07,5.9e+07,1.1e+08,7.4e+07,1.1e+08,7.6e+07,7.9e+07,1.3e+08,4.5e+07,6.3e+07,1.3e+08,7.3e+07
"TG(16:0/19:0/22:6)",4.6e+07,5.2e+07,6.2e+07,4.3e+07,5.4e+07,5.8e+07,4.1e+07,5.7e+07,3.5e+07,8e+07,4.3e+07,4.9e+07,5.1e+07,2.7e+07,2.6e+07,6.5e+07,4.7e+07,3.1e+07,6.2e+07,2.5e+07,6.1e+07
"TG(19:0/18:2/20:5)",1.2e+08,1.3e+08,6.4e+07,9.2e+07,6.6e+07,8.2e+07,6.3e+07,1.1e+08,5e+07,1.2e+08,5.5e+07,1.1e+08,1.4e+08,1.1e+08,1.6e+08,1.5e+08,5.7e+07,1.3e+08,5.2e+07,8e+07,1.4e+08
"TG(22:5/17:1/18:2)",2.6e+08,3.4e+08,3.6e+08,3.6e+08,3.2e+08,3.2e+08,3.2e+08,2.4e+08,3.6e+08,2.9e+08,3e+08,2.5e+08,3.4e+08,3.5e+08,2.9e+08,3.6e+08,2.7e+08,3.1e+08,3.2e+08,2.5e+08,3.7e+08
"TG(18:1/17:1/22:6)",1.4e+08,1.4e+08,1.4e+08,5.7e+07,1.5e+08,1.2e+08,1.3e+08,1.6e+08,1.3e+08,1.3e+08,1.3e+08,1.2e+08,1.3e+08,8.5e+07,1.7e+08,1.4e+08,1.6e+08,1.4e+08,1.3e+08,1.7e+08,1.5e+08
"TG(18:0/16:0/24:0)",8.7e+07,2.2e+08,8.2e+07,1.3e+08,4.7e+07,7.8e+07,1.3e+08,1e+08,4.6e+07,5e+07,4.7e+07,4.2e+07,8.7e+07,3e+07,4.3e+07,3.9e+07,9.6e+07,1e+08,5.7e+07,4.4e+07,1e+08
"TG(16:0/18:1/24:0)",1.7e+09,2.3e+09,1.4e+09,2.1e+09,1.7e+09,1.5e+09,2.1e+09,1.8e+09,1.3e+09,1.4e+09,1.3e+09,1.3e+09,2.1e+09,1.3e+09,1.3e+09,1.7e+09,1.7e+09,1.7e+09,1.7e+09,1.6e+09,1.7e+09
"TG(18:3/20:5/20:5)",1.4e+08,1.5e+08,8.8e+07,4.6e+07,1.1e+08,1e+08,4.2e+07,9.2e+07,1.5e+08,1.3e+08,6.4e+07,1.3e+08,1e+08,8.7e+07,6.9e+07,1.2e+08,1.2e+08,2.5e+08,1.3e+08,1.3e+08,1.8e+08
"TG(16:0/18:1/24:1)",4.8e+09,6e+09,6.2e+09,5.3e+09,7e+09,4.8e+09,7.8e+09,6.8e+09,5.1e+09,4.1e+09,4e+09,4.4e+09,8.7e+09,5e+09,6.1e+09,6.9e+09,5.1e+09,5e+09,6.5e+09,7.1e+09,7.1e+09
"TG(20:0e/18:1/20:1)",2.9e+07,4.4e+07,3.3e+07,4e+07,3.6e+07,2.5e+07,4.4e+07,3.2e+07,1.5e+07,2.2e+07,3.2e+07,3.1e+07,3.4e+07,1.8e+07,3e+07,3e+07,3.5e+07,3.4e+07,3.1e+07,3.2e+07,3.5e+07
"TG(20:1/18:1/20:1)",6e+09,7.5e+09,8.9e+09,7.7e+09,6.5e+09,9.7e+09,8.8e+09,9.8e+09,5.9e+09,7e+09,6.3e+09,6.1e+09,9e+09,7.1e+09,6.5e+09,1e+10,7.7e+09,7.3e+09,9.6e+09,6.4e+09,1e+10
"TG(58:3e)",7.9e+07,9.8e+07,7.3e+07,1e+08,9.1e+07,7.4e+07,1e+08,7.8e+07,5.4e+07,8.2e+07,8.3e+07,7.5e+07,8.1e+07,6.4e+07,6.4e+07,7.3e+07,8.3e+07,8.2e+07,8.2e+07,8.8e+07,7.6e+07
"TG(58:3p)",6.8e+07,7.5e+07,7e+07,9.8e+07,7e+07,6.4e+07,1.1e+08,6.1e+07,4.4e+07,6.9e+07,6.7e+07,8.6e+07,8.1e+07,5.9e+07,5.6e+07,8.5e+07,8e+07,8.1e+07,8.8e+07,7.1e+07,9.2e+07
"TG(18:1/18:2/22:2)",1.1e+09,1e+09,1.9e+09,1.2e+09,1.1e+09,4.2e+09,3.4e+09,1.3e+09,3.2e+09,3.7e+09,2.9e+09,2.9e+09,1.1e+09,1e+09,2.7e+09,9.4e+08,3.3e+09,3.2e+09,3.1e+09,1.1e+09,3.2e+09
"TG(18:1/18:1/22:4)",1.8e+09,2e+09,2.1e+09,2.3e+09,2.3e+09,3.1e+09,2.9e+09,3.9e+09,2e+09,2.4e+09,1.6e+09,2.4e+09,1.7e+09,2.4e+09,1.7e+09,2.3e+09,2.9e+09,2e+09,1.9e+09,2.8e+09,1.9e+09
"TG(18:0/18:0/22:6)",1.2e+08,1.6e+08,1.6e+08,1.2e+08,1.8e+08,1.3e+08,1.5e+08,1.5e+08,1.9e+08,1.9e+08,1.6e+08,1.6e+08,1.5e+08,2.6e+08,1.9e+08,1.4e+08,1.8e+08,1.7e+08,1.7e+08,1.5e+08,1.3e+08
"TG(58:6e)",1.4e+07,2.4e+07,2.5e+07,2.8e+07,2.7e+07,2.4e+07,2.9e+07,2.6e+07,2.8e+07,4.6e+07,3.3e+07,3.8e+07,2.4e+07,3.1e+07,3.6e+07,2.8e+07,3.4e+07,3e+07,2.9e+07,2.6e+07,3.2e+07
"TG(20:1/18:2/22:4)",8.6e+08,9.7e+08,1.1e+09,1.1e+09,1.1e+09,1.4e+09,1.1e+09,8.5e+08,9.3e+08,1e+09,6.8e+08,1e+09,4.3e+08,8.1e+08,5.3e+08,4.5e+08,9.8e+08,9.1e+08,9.1e+08,5.4e+08,9.4e+08
"TG(18:0e/18:1/22:6)",7.7e+07,1.1e+08,1e+08,1.3e+08,1.1e+08,1.1e+08,1.2e+08,1e+08,1e+08,1.2e+08,1.2e+08,1.2e+08,1e+08,1.1e+08,1.1e+08,1e+08,1.2e+08,1.1e+08,1e+08,1.1e+08,1.2e+08
"TG(18:0p/18:1/22:6)",4.8e+07,6.1e+07,5.2e+07,8e+07,6.5e+07,8.3e+07,6.9e+07,6.9e+07,4.8e+07,5.6e+07,4.7e+07,5.7e+07,4.6e+07,5.2e+07,4.8e+07,4.8e+07,6.2e+07,5.6e+07,5.2e+07,6.1e+07,4.9e+07
"TG(22:4/18:2/18:2)",4.4e+09,2.8e+09,2.4e+09,5.2e+09,2.3e+09,5.7e+09,6e+09,3.8e+09,2.6e+09,3.2e+09,2.9e+09,1.1e+09,3e+09,5.2e+09,5.1e+09,2.6e+09,2.8e+09,2.7e+09,2.5e+09,2.6e+09,2.8e+09
"TG(18:1/18:1/22:6)",2.5e+09,1.9e+09,3e+09,3.1e+09,3.1e+09,1.4e+09,1.7e+09,1.5e+09,3e+09,1.5e+09,1.3e+09,1.4e+09,2.6e+09,1.5e+09,1.2e+09,2.7e+09,3e+09,2.8e+09,1.2e+09,2.8e+09,1.5e+09
"TG(58:9e)",6.3e+08,6e+08,5.9e+08,5.9e+08,6.8e+08,6.5e+08,6.3e+08,4.9e+08,5.4e+08,6.5e+08,5.8e+08,5.4e+08,5.3e+08,6e+08,5.5e+08,6.7e+08,5.8e+08,5.7e+08,6e+08,6.5e+08,5.5e+08
