"","Count (COLD1)","Count (COLD2)","Count (COLD3)","Count (COLD4)","Count (RT1)","Count (RT2)","Count (RT3)","Count (RT4)","Count (RT5)"
"Gm26224",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Gm27684",0.817373218083841,1.00141343496179,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,6.30597046995622
"Gm27718",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"Gm27838",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Gm27875",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm27941",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,2.89692491250355,0.856579670803693,0,0.788246308744527
"Gm38670",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"Gm44379",0.817373218083841,0.500706717480894,2.33305807915223,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Mir1191",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir1249",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Mir1306",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Mir324",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Mir5113",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"Mir5122",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Mir5131",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Mir688",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Mir6902",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Mir6912",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Mir6922",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Mir6956",0.817373218083841,0.500706717480894,2.33305807915223,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Mir6966",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Mir7029",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Mir7036b",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"Mir7045",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Mir8107",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Mir8115",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"Mir93",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Mirlet7i",0.817373218083841,0.500706717480894,4.66611615830447,1.10460306809718,1.04203956070068,2.89692491250355,0.856579670803693,0,0.788246308744527
"n-R5s185",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Snora5c",1.63474643616768,1.00141343496179,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Snora64",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0.856579670803693,3.0372310202059,0.788246308744527
"Snord100",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"Snord45b",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Snord96a",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"AC099934.2",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"AC125099.2",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1248.30194930462,0.788246308744527
"AC133189.1",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"AC136146.1",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"AC151967.1",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"AC156953.1",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"AC157822.2",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"AC159379.2",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"AL672049.1",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"AL845457.1",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"AL954388.1",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm22133",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm22394",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm22759",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,2.89692491250355,0.856579670803693,1.51861551010295,0.788246308744527
"Gm22801",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm22871",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm23201",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,6.0744620404118,0.788246308744527
"Gm23634",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm23812",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm23880",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm24572",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm25241",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm25951",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm26003",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm26445",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm27288",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm27335",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm27401",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm27486",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm27533",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm27646",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm27694",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm27867",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm27868",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm28006",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm43365",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm45841",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm4859",0.817373218083841,0,1.16652903957612,1.10460306809718,1.04203956070068,0,0.856579670803693,1.51861551010295,2.36473892623358
"Gm5145",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,1.57649261748905
"Gm5257",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm5278",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm8420",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm9132",0.817373218083841,1.00141343496179,1.16652903957612,2.20920613619437,1.04203956070068,2.89692491250355,0.856579670803693,1.51861551010295,0.788246308744527
"Mir126a",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir1893",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir1903",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir1906-1",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir1956",0.817373218083841,1.00141343496179,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0,1.51861551010295,0
"Mir196b",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir1982",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir24-1",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir25",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,27.5207866687838,0.856579670803693,1.51861551010295,0.788246308744527
"Mir3057",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir3064",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir3077",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir3101",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir3103",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir3572",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir3960",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir412",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0
"Mir5046",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir5114",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir5121",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir5129",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir5130",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,7.24231228125889,0.856579670803693,10.6303085707206,0.788246308744527
"Mir5132",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir546",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir5625",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir6516",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
