gene_symbol,I1_0,I2_0,I3_0,I1_2,I2_2,I3_2,I1_7,I2_7,I3_7
Hid1,0.14,0.22,0.27,0.09,0.13,0.2,0.19,0.31,0.4
Mau2,10.65,10.36,9.94,14.25,13.17,13.8,11.13,11.02,9.73
Rab5b,38.92,40.93,37.45,42.8,44.52,43.97,61.79,59.17,59.76
Gstt1,7.86,6.93,6.62,7.69,7.85,7.84,30.75,25.13,28.63
Borcs5,3.79,3.15,2.99,5.94,6.64,5.57,5.52,4.61,4.78
Gucy2g,0,0,0.02,0,0,0,0,0.03,0
Spatc1,0,0,0,0.09,0,0,0,0,0.03
Ccnt2,11.35,12.03,11.25,14.51,13.58,12.89,9.66,10.62,11.42
Igsf1,0.66,0.44,0.77,0.44,0.48,0.45,0.22,0.31,0.14
Ackr2,0,0.02,0,0,0.02,0.02,0.02,0.08,0.02
Zfp317,7.03,6.28,6.06,8.65,8.28,8.38,6.45,6.07,6.51
St8sia2,0.68,0.87,0.97,1.83,2.41,1.82,2.81,3.33,3.48
Iba57,1.21,1.01,1.34,1.13,1.65,1.42,1.19,1.04,1.32
Fkbp2,37.84,35.29,35.66,25.04,25.76,31.14,28.81,30.38,33.01
Pcdhga9,2.01,1.46,1.8,2.49,2.12,1.81,3.21,3.04,2.88
Rapgef2,6.35,6.79,6.32,9.58,9.31,8.44,6.33,6.4,7.02
Gja4,0.11,0.04,0.15,0.04,0.04,0.07,0,0.04,0
Zfp760,2.16,2.24,2.59,3.03,3.05,3.27,2.31,2.79,2.73
5031410I06Rik,0,0,0,0,0.06,0,0,0.02,0
Dynlrb1,291.27,250.79,255.65,217.83,206.75,169.15,247.87,223.52,225.61
Ndrg4,31.57,31.17,31.09,9.77,9.98,10.03,26.48,24.41,28.01
Crxos,0,0,0.03,0,0,0,0,0,0
Arl16,5.79,5.67,5.54,7.29,7.24,8.02,7.49,5.61,6.58
Dnah9,0.01,0.01,0,0.01,0.05,0.01,0.02,0.02,0.02
Tmem17,2.2,1.7,1.28,0.75,0.87,0.86,1.57,1.36,1.76
Ccdc17,0.15,0.06,0.18,0.59,0.67,0.39,0.39,0.45,0.6
Tbxas1,0,0,0.07,0,0.03,0.1,0.13,0.04,0.05
Trp53inp1,11.16,14.41,11.7,25.08,23.69,22.92,38.66,41.11,38.07
Zfp703,12.59,11.22,11.17,17.34,19.68,15.66,16.33,17.85,16.81
1810030O07Rik,14.76,13.66,13.52,12.59,13.74,12.81,12.29,11.9,10.71
Grhl1,0.32,0.24,0.34,2.81,2.01,2.2,0.47,0.59,0.6
Tet1,0.8,0.68,0.84,0.5,0.29,0.29,0.49,0.74,0.65
Mtbp,13.88,11.89,11.68,6.88,7.38,8.16,2.8,3.49,3.34
Gsn,227.36,227.87,211.97,877.33,855.08,761.97,1349.06,1495.74,1507.23
Ggcx,24.26,25.72,27.04,36.7,35.59,35.38,30.28,30,29.39
Styx,7.83,7.85,8.04,6.73,6.38,7.63,6.01,6.85,6.49
Gfod1,1.45,1.24,1.3,2.91,3.13,2.63,0.85,0.79,0.72
Cpne7,0,0,0.04,0.22,0.37,0.22,0.09,0.12,0.07
Mapk1ip1,6.7,6.62,6.84,12.65,11.01,11.84,11.06,12.49,11.78
Piwil2,0.14,0.16,0.12,0.11,0.17,0.18,0.21,0.12,0.11
Rnf19b,15.29,15.84,14.61,17.53,19.04,18.98,20.37,20,20.4
Trim12c,2.59,3.17,2.42,2.35,2.24,1.58,8.74,6.19,5.12
Dst,24.45,28.39,26.44,18.54,17.39,16.14,19.72,21.81,23.24
Gskip,10.1,9.86,10.21,9.27,8.54,8.22,9.72,9.1,9.21
Mterf1a,1.36,1.9,2,1.98,1.86,2.01,2.05,1.65,2.31
Snrnp48,11.54,11.6,10.36,10.19,12.48,11.97,8.1,9.27,11.18
Chrm4,0.15,0.07,0.24,0.04,0.09,0.11,0.06,0.02,0.14
Pir,6.04,7.81,7.05,6.56,8.2,7.31,11.83,13.83,14.03
Cbx4,5.23,5.53,5.35,7.7,7.41,6.95,5.72,6.33,5.3
Sec24b,31.16,31.27,31.74,26.52,24.98,22.88,22.1,22.85,22.2
Bfsp2,0,0,0,0,0.04,0,0,0,0
Carmil3,0.48,0.32,0.41,0.93,0.84,0.81,0.91,0.92,1.1
Rtn1,1.17,1.05,1.19,2.3,1.82,1.94,2.5,2.48,2.76
Dgkk,0.08,0.15,0.14,0.1,0.1,0.15,0.05,0.09,0.07
Tomm40l,7.02,8.2,6.75,4.23,4.41,4.04,5.15,4.64,4.75
1600002K03Rik,7.49,7.54,6.51,6.26,3.97,6.17,7.4,6.18,6.38
Gmpr,2.8,2.7,3.67,1.28,0.99,1.44,1.99,1.58,1.63
C1qtnf6,36.45,35.69,33.1,59.4,66.6,69.42,61.45,60.59,59.77
LOC102641031,0.05,0.06,0.06,0.02,0.1,0.04,0.35,0.12,0.08
Lrr1,4.48,3.3,3.85,3.14,2.28,1.98,0.32,0.3,0.27
Nog,2.98,2.8,3.45,1.29,1.61,1.2,0.65,0.69,0.97
Fam111a,36.11,36.38,37.74,20.2,19.76,20.46,8.77,9.25,10.4
Mgrn1,28.18,27.12,28.62,27.35,25.6,23.78,29.45,30,30.91
Dusp11,14.57,15.34,15.55,19.04,17.96,18.37,20.71,21.6,20.75
Ogn,53.89,65.13,52.11,23.29,27.15,24.52,205.54,231.46,199.73
Trappc2,8.42,8.52,9.1,8.89,8.48,8.35,8.14,6.14,8.3
Tlx3,0,0.08,0,0,0,0,0,0.04,0
Mogat2,0.88,0.85,0.93,0,0.03,0.1,0.03,0.1,0.08
Tada2b,7.7,6.78,7.3,6.59,6.11,6.96,6.27,6.65,6.59
Ttf2,7.98,7.5,8.08,6.9,6.84,8.31,3.5,3.42,3.37
Usp19,29.66,29.31,29.71,34.99,33.91,35.05,30.13,30.14,32.1
Pcolce2,10.04,9.12,9.61,6.18,5.78,6.18,5.15,4.66,4.42
Klhdc8b,1.67,1.56,1.33,1.09,1.25,0.93,3.42,3.16,3.73
Hace1,3.36,3.59,3.74,3.21,3.05,3.03,3.08,3.78,3.34
9530057J20Rik,1.52,1.36,1.5,2.23,2.36,2.08,2.88,2.87,2.32
Phlpp1,5.3,5.15,4.95,3.4,3.27,3.39,2.62,2.78,2.46
Serf1,20.41,18.49,19.6,20.08,18.68,17.06,30.85,31.94,24.89
Kif3c,7.34,7.8,7.9,6.6,6.06,6.65,6.42,6.6,6.38
Arhgap31,20.7,21.56,21.99,17.32,17.01,16.83,18.23,17.38,18.35
Aldh8a1,0.03,0.03,0.05,0.05,0.03,0,0,0,0
Got1,29.89,31.66,27.32,20.19,18.9,19.93,16.95,15.58,16.32
Dmxl1,4.16,4.78,4.42,5.43,5.08,4.84,4.48,4.68,4.93
Cisd3b,0,0.01,0.01,0.06,0.04,0.06,0.04,0.08,0.05
Mgarp,0.81,0.59,0.31,0.58,0.83,1.33,1.42,0.97,0.79
Kcnk4,0,0.04,0.11,0,0,0,0.04,0.02,0.07
Grik3,0.06,0.05,0.08,0.02,0.05,0.06,0,0,0.01
Dnm1l,28.5,31.7,31.06,29.3,27.59,30.11,24.26,24.75,24.43
Dr1,15.8,15.86,17.06,17.67,17.49,17.89,14.87,13.19,13.88
Rdh13,5.82,5.46,6.11,4.06,4.52,5.13,3.14,2.99,3.41
Pgp,27.55,19.96,24.12,21.57,22.09,24.66,12.33,11.97,12.8
E2f3,9.97,9.99,11.54,9.8,9.78,8.82,6.79,6.79,7.45
Paip2,51.67,51.2,49.05,67.52,73.59,79.67,62.5,62.62,57.14
Gid4,7.73,7.76,7.6,6.62,6.63,6.64,8.83,9.71,8.73
Perm1,0.2,0.32,0.32,0.17,0.18,0.18,0.45,0.57,0.44
Akap10,6.92,7.2,7.44,7.42,7,6.13,5.72,5.89,6.28
Gm10476,0,0.05,0,0,0.06,0.06,0.19,0,0
Akna,2.66,2.44,2.67,0.56,0.41,0.58,2.93,2.71,3.03
Prokr1,0.17,0.22,0.33,0.25,0.33,0.4,1.19,0.97,1.39
Mfap2,45.29,43.6,41.12,83.78,92.74,91.4,196.17,202.82,179.58
Kif21b,2.55,2.7,2.04,0.96,0.82,0.74,3.18,3.3,3.24
Pcdhb15,0.31,0.33,0.32,0.41,0.34,0.4,0.58,0.48,0.61
Vgll2,0.22,0.19,0.11,0,0,0,0,0,0.04
Mpi,17.37,15.88,17.06,19.86,18.46,19.19,10.98,9.62,9.22
LOC102640673,2.56,2.92,2.53,2.84,2.76,3.39,3.32,3.3,3.19
Heatr6,7.77,7.3,7.29,8.25,8.74,7.91,5.96,6.27,6.66
F2r,159.06,164.86,162.4,35.02,33.85,34.89,52.58,53.28,54.75
Lif,5.38,5.9,5.99,1.1,1.2,0.84,2.85,2.98,3.1
Mtif3,5.76,5.5,5.53,4.33,3.64,5.25,5.52,5.45,5.41
Insl3,0,0,0.13,0.36,0.13,0,0,0,0
Zfp820,1.31,1.63,1.59,0.76,0.9,1.31,1.87,1.6,1.24
Zcchc3,2.71,2.89,2.51,2.88,3.1,3.26,3.12,3.18,2.71
Vegfc,7.75,7.13,7.36,8.36,7.74,9.39,7.82,8.34,7.76
Cfdp1,60.63,63.77,62.86,49.89,52.84,54.02,47.2,45.21,42.34
Ass1,88.15,78.42,83.95,31.63,35.76,30.98,71.2,69.46,71.48
Naa25,17.29,18.52,17.8,16.09,15.28,15.6,8.48,7.09,8.17
Sars,57.42,57.88,54.87,29.92,32.38,33.17,52.04,46.86,43.8
Zfp111,2.8,2.8,3.02,3.1,2.82,2.92,2.32,2.45,2.4
Rack1,593.84,526.04,553.44,729.9,752.31,752.43,580.95,489.41,473.95
Abhd5,10.27,9.89,10.37,35.97,37.17,34.51,18.96,20.02,17.89
Stx11,2.23,1.56,2.23,1.02,1.02,1.49,1.92,1.79,1.34
Ccdc146,0,0,0,0.02,0,0,0.02,0.02,0
Exoc2,12.6,12.87,13.43,11.23,10.67,10.02,11.58,11.17,11.23
Slc35a4,39.5,38.03,37.62,46.07,44.18,46.64,26.73,25.74,23.76
Rgs17,0.54,0.57,0.41,1.51,1.43,1.37,1.03,0.86,0.75
Ffar2,0,0,0,0.05,0.09,0.1,0.26,0.86,0.62
Gphn,6.75,6.67,6.97,12.39,12.83,13.51,7.62,8.74,8.84
Gtf2e2,16.55,17.28,17.69,16.9,15.92,17.99,10.53,9.49,8.83
Otud7b,8.25,8.13,8.61,7.27,8.24,8.78,8.72,8.96,8.21
Aptx,2.68,2.87,2.89,2.94,2.88,2.9,3.18,2.88,3.3
Tmtc4,6.85,6.17,6.71,3.91,4.07,4.39,2.35,2.59,2.49
Nub1,17.63,19.24,16.55,20.45,21.05,19.7,26.42,25.05,24.71
Cox7c,222.35,191.57,191.25,245.15,227.52,235.25,198.23,165.15,227.54
Galr2,0.15,0.08,0.14,0.36,0.43,0.69,0.65,0.5,0.63
Mbd4,2.5,1.98,1.87,4.51,4.35,4.01,1.57,1.84,2.5
Ccr4,0.02,0.02,0,0,0,0,0,0,0.05
Cyp2b10,0,0,0,0,0.03,0.03,0,0,0
Ank2,4.41,4.71,4.72,2.12,2.58,1.93,5.65,6.21,6.05
Xrcc6,14.71,13.44,14.09,14.97,15.9,17.02,6.93,8.22,6.28
Fam118a,6.97,6.72,7.4,4.76,4.55,3.48,3.99,3.5,3.52
Eif2b5,21.75,21.11,21.9,19.21,21.88,21.89,16.62,15.21,16.12
Gabarap,252.91,242.28,227.12,197.56,223.55,216.2,364.21,323.92,331.35
Fig4,10.38,11.11,9.1,10.93,11.07,11.39,11.15,11.92,9.71
Acot12,0.08,0.04,0.02,0,0.02,0,0.04,0.02,0
Anxa5,267.03,251.18,267.09,89.73,88.82,89.92,148.27,152.12,138.55
Bpifc,0,0,0.08,0,0,0,0.03,0,0
Susd6,33.31,33.48,33.52,72.16,70.02,68.05,53.39,51.15,56.4
Vma21,13.76,13.48,13.37,17.3,18.32,18.08,12.68,12.2,11.83
Dnajc28,0.6,0.51,0.35,1,1.21,0.99,1.67,1.9,1.94
Tob1,9.13,10.56,9.09,14.32,14.62,12.76,14.31,14.82,18.62
Sfmbt1,2.36,2.42,2.99,3.07,3.04,3.07,2.61,2.62,2.59
Vps37d,2.12,2.19,1.47,0.74,1.22,2.13,2.87,3.08,3.4
Mrfap1,147.61,152.46,145.6,210.97,213.12,224.92,127.22,121.46,123.61
Cebpz,10.82,10.57,12.44,13.96,14.22,14.04,8.63,7.8,7.69
Fads1,58.91,64.37,59.04,50.13,51.82,51.31,70.44,70.09,68.69
Tnrc18,39.41,39.9,40.76,50,47.53,43.86,38.79,41.76,42.97
Apon,0.07,0.04,0.11,0.08,0.08,0.19,0,0,0
Mavs,14.07,14.11,13.51,14.44,14.5,12.84,11.54,12.29,12.49
Gm4064,0.02,0,0,0,0,0,0,0,0
Prdx6,139.03,136.57,131.69,96.2,98.56,94.95,78.29,69.29,63.6
Tysnd1,12.55,10.54,12.85,17.95,18.5,17.17,9.96,11.02,10.26
Slamf7,0,0,0,0,0,0,0.03,0,0
Mrps17,28.97,26.22,27.72,34.71,32.24,33.07,23.55,20.24,22.9
Zfp518b,8.18,9.08,8.79,6.26,5.96,5.85,5.27,6.16,5.64
Cdc7,6.18,6.01,5.83,9.82,10.22,10.69,2.04,1.94,2.17
Vps8,7.9,7.32,7.94,7.71,7.27,7.22,8.64,9.11,9.09
Noxred1,0.26,0.18,0.44,0.23,0.04,0.13,0.35,0.35,0.34
Hist1h4k,0.31,0.65,0.42,1.89,1.67,0,1.01,1.02,1.58
BC051019,0.04,0.07,0,0.1,0.07,0,0.11,0,0
Rbfox1,0.2,0.14,0.23,0.06,0.04,0.06,0.12,0.03,0
Ajuba,18.32,17.33,17.8,5.29,4.83,5.3,9.04,9.73,8.41
Dmrt2,1.46,1.9,1.71,2.23,2.35,2.21,2.67,3,2.55
LOC108167922,0.88,1.24,1.55,0.87,0.54,1.11,1.01,0.52,0.71
C1s1,12.11,11.84,12.2,40.06,43.98,42.76,223.28,225.55,213.6
Rhou,23.15,21.75,22.9,93.79,93.19,105.32,34.3,32.4,33.38
Zfp825,5.14,5.03,5.18,7.33,6.6,6.71,6.99,6.18,6.64
Vac14,14.01,11.11,12.69,11.3,11.64,10.35,9.83,10.75,9.88
Blvrb,66.64,58.34,59.52,35.62,36.29,36.3,33.92,33.29,31.66
Spidr,8.32,9.35,7.42,18.06,19.05,18.64,9.46,9.28,8.94
Tnnt1,0.26,0.2,0.13,0.2,0.07,0.07,0.41,0.06,0.28
Ppp1r12b,12.39,12.55,12.07,15.84,15.9,13.97,10.95,11.53,11.05
Idh1,50.36,52.32,48.32,94.23,96.86,95.42,97.93,96,93.51
Ahcyl1,209.43,217.25,218.61,117.6,112.29,115.01,112.79,103.95,111.3
Eif2s3y,22.93,24.15,24.54,30.42,27.28,27.53,27.43,24.78,28.04
Adtrp,0.05,0,0.1,0,0.02,0.07,0.27,0.42,0.49
Cbln1,0.05,0,0.03,0,0.03,0.03,0,0,0.03
Zfp709,1.59,1.74,1.53,1.67,1.73,2.1,1.89,2.06,1.63
Anapc1,32.34,33.97,32.32,28.21,26.11,24.7,19.89,20.1,20.04
Endog,3.27,2.92,3.41,3.95,4.34,4.1,4.99,3.68,4.57
Atg16l2,5.14,3.6,4.67,0.89,0.82,1.06,2.62,2.68,2.96
Dnm1,10.1,9.87,9.82,11.96,12.91,12.46,51,48.12,47.8
Col4a3,0.02,0.01,0,0.02,0.03,0.01,0.03,0.04,0.05
Spg21,30.16,27.66,30.39,27.08,25.06,24.8,42.62,40.05,37.57
Dusp12,9.52,9.72,9.04,7.22,7.03,7.64,6.87,8,6.81
Tnfsf18,0.12,0.21,0.15,0,0.03,0.03,0.11,0.06,0.03
Cyp1a1,0.27,0.49,0.39,0,0,0,0.02,0,0
Olfr455,0,0.21,0.21,0,0,0,0,0,0
Inava,2.26,1.7,1.57,0.32,0.16,0.35,0.58,0.3,0.37
Qsox1,90.07,89.16,87.12,100.44,105.53,99.23,91.28,88.4,90.2
Hoxa10,10.46,11.07,10.02,7.34,7.16,8.49,11.4,9.82,9.19
Hsp90ab1,775.52,801.47,785.52,697.46,706.88,704.02,522.4,508.92,493.85
Gpr89,9.09,9.22,8.91,6.87,8.3,7.55,6.73,8,6.08
Chuk,15.7,15.75,16.14,15,15.94,16.77,10.63,9.29,10.18
Klhl42,5.3,4.93,4.95,5.36,5.14,5.24,4.9,5.65,5.23
Fbxo44,3.43,2.43,2.98,2.04,2.06,1.44,4.13,4.59,4.36
Fam168a,20.79,20.72,21.19,23.87,22.55,23.3,22.46,23.94,23.7
Ubap2,67.65,65.72,66.48,54.54,52.27,47.53,37.33,39.36,38.53
Wdr34,5.31,5.4,5.31,8.37,9.03,9.49,6.42,5.1,6.58
Usp5,48.79,47.81,48.49,36.91,42.96,44.01,31.74,30.86,31.47
Sqstm1,173.7,165.49,161.4,106.61,107.13,103.32,201.46,198.67,183.41
Iqcb1,2.39,2.49,3.09,3.22,3.16,4.07,2.85,2.41,2.2
Akr1e1,8.75,11.08,9.22,13.11,13.62,11.98,11.86,11.45,11.61
Cyp2w1,0.01,0,0,0,0,0,0,0,0
Wdr63,0.11,0.06,0,0,0,0,0.04,0.04,0
Aatf,18.83,19.16,19.22,20.89,18.97,20.22,13.2,11.18,11.94
Crlf3,7.34,7.79,7.1,4.81,4.26,5.19,4.62,4.18,3.81
Gm2888,0.18,0.19,0.28,0,0,0,0,0.18,0
Cd200r4,0.04,0,0,0,0,0,0.02,0,0.07
Pramef8,4.79,5.75,5.38,7.3,7.26,7.61,6.13,5.55,5.44
Gtdc1,2.89,3.08,3.06,3.95,4.39,3.89,3.86,4.33,3.52
Tmem169,0.17,0.13,0.08,0.09,0.06,0.17,0.06,0.02,0.09
Adgrf5,0.15,0.19,0.28,0.52,0.57,0.63,0.22,0.21,0.23
Zfp747,2.4,2.34,2.36,1.57,2.23,2.32,2.49,2.2,2.26
Zfp473,0.24,0.19,0.22,0.19,0.21,0.1,0.13,0.23,0.22
Utp18,12.2,11.79,12.05,9.99,10.79,11.21,6.79,6.24,6.48
Tusc3,35.85,39.53,36.54,39.01,38.04,38.02,38.08,33.34,35.92
Shroom4,1.74,1.79,1.64,2.93,2.4,2.64,1.01,1.03,1.11
Dnaja4,6.71,6.77,6.9,4.52,4.74,5.33,5.83,6.34,6.1
Atp5l,157.56,136.3,134.54,179.68,166.99,184.7,168.49,140.24,132.2
H2-Q10,0.04,0.04,0.08,0,0.13,0.04,0.12,0.08,0.28
4930558K02Rik,0.02,0,0,0,0,0,0,0,0
Timm13,24.67,20.58,23.71,20,21.19,25.09,14.79,15.26,14.88
Nudt21,45.54,46.85,43.86,49.69,47.64,45.31,32.19,27.48,26.67
Phldb2,110.55,114.38,117.69,53.4,52.94,58.87,71.61,73.42,75.55
Zfp277,8.43,8.4,7.91,7.18,8.01,7.17,10.22,11.68,10.12
Pi4k2a,15.66,14.27,14.68,16.98,16.55,17.7,15.3,15.12,15.9
Txndc2,0,0.07,0.04,0.04,0.06,0.07,0.03,0,0.08
Itih4,0.02,0,0,0,0,0.02,1.32,1.85,1.38
Wwox,3.75,3.19,2.95,5.65,5.96,5.79,4.41,4.45,4.14
Zcchc9,14.47,13.33,15.09,10.86,9.7,12.46,10.48,10.65,10.05
Olfr99,0.07,0,0,0.15,0.07,0,0.07,0.07,0.24
Tgfb3,49.08,50.35,46.03,16.81,15.91,15.1,26.13,28.89,28.17
Sox9,28.65,29.89,30.63,34.52,36.42,32.52,27.93,26.86,32.94
Mcm2,31.12,31.99,31.81,18.35,19.56,20.31,4.9,5.48,5.22
Gas7,6.22,7.37,6.06,78.89,79.57,82.08,39.71,36.27,36.94
Hist1h2ai,0.63,0.61,0.21,0.92,0.26,0.49,0.64,0.43,0.44
Gm43305,5.46,5.3,6.16,7.51,7.05,6.4,7.26,6.97,8.36
Vps41,23.27,22.86,23.87,31.34,32.35,31.56,36.63,36.24,34.95
Ghrl,0.09,0,0.45,0,0.21,0,0,0,0.18
Pcdhb19,0.55,0.67,0.55,0.73,0.99,0.8,1.97,2.08,1.59
Cd276,23.6,21.78,22.99,9.07,8.85,9.42,27.72,28.67,28.94
Sh3gl2,0.03,0.03,0.04,0,0,0,0,0,0
Rasgef1c,0.08,0.08,0.08,0.03,0.03,0,0.05,0.11,0.09
Snx22,0.66,0.5,0.51,0.74,0.46,0.6,0.28,0.31,0.4
Itpripl2,44.21,43.13,45.85,18.29,18.99,19.49,27.65,28.73,27.37
Gm4984,0.07,0.07,0,0,0.14,0.14,0.07,0.07,0.08
Qrfp,0.02,0,0.02,0.02,0,0.04,0,0,0.08
Pamr1,2.11,2.01,1.54,0.9,0.79,0.43,32,38.71,30.53
1700037C18Rik,0.88,1.21,1.09,1.43,1.54,1.58,0.94,0.9,0.98
Vegfa,79.92,82.06,83.8,85.33,80.87,79.8,55.42,52.61,52.94
Dcp1a,7.26,7.29,7.56,9.51,9.33,8.83,6.25,5.5,6.41
Psmf1,11.54,10.02,9.31,10.61,11.01,12.57,11.14,10.66,10.54
Serpinb6b,4.09,5.54,4.13,0.23,0.07,0.16,2.15,1.59,1.84
Aaas,41.91,39.7,40.59,30.66,32.89,32.37,21.53,20.05,22.84
Efna2,3.01,2.86,2.89,3.51,3.51,3.13,5.39,4.63,4.42
Stoml2,25.17,26.32,26.48,29.88,29.42,31.16,19.1,17.51,17.63
Akt1s1,79.97,71.2,70.76,59.52,64.01,61.53,80.62,74.32,70.66
Dok5,5.89,4.55,5.04,1.66,2.38,2.16,3.38,3.07,3.37
Erlin2,21.05,21.21,20.05,17.54,16.12,17.94,22.53,21,20.01
Cpz,2.73,2.2,2.14,4.14,5.38,4.31,31.14,37.97,34.52
2610042L04Rik,2,1.16,1.73,1.27,1.25,0.92,1.4,1.42,0.91
Ankdd1b,0.05,0,0,0,0,0,0,0,0.03
Klb,0,0,0,0.73,0.52,0.46,0.47,0.95,0.68
Ltf,0,0,0,0,0,0,0,0.02,0
Fbln2,1286.86,1283.47,1304.24,891.95,916.83,906.3,1338.67,1359.07,1396.11
Ccdc77,2.91,3.02,3.49,3.49,3.78,3.94,0.95,1.81,1.79
Pcdh20,1.31,1.54,1.2,0.93,0.71,0.94,0.59,0.61,0.61
Ankrd40,39.05,40.01,34.63,26.44,25.35,27.16,33.2,32.03,34.08
Acsl3,10.42,11.3,9.34,13.19,12.12,14.32,10.01,8.92,10.27
Tspan33,0.06,0.22,0.06,0.03,0,0.12,0.06,0.06,0.1
Mknk2,26.46,25.74,25.58,54.14,54.63,50.65,38.52,44.31,40.82
Kcnip4,0.08,0.17,0.17,0.2,0.14,0.14,0.19,0.05,0.06
Atp5o,143.76,126.03,129.86,151.34,161.93,153.43,103.47,96.69,95.17
Hgsnat,21.53,22.12,20.66,40.69,41.59,40.74,31.07,30.26,32.12
Klra2,0.17,0.22,0.13,0.14,0.13,0.04,0.27,0.16,0.19
Asic2,0,0.02,0,0,0,0,0,0,0
Etv3l,0,0,0,0.03,0,0.04,0,0,0
Gm44805,0,0,0,0,0,0,0,0,0.12
Zfp507,7,7.75,7.74,8.12,8.07,7.78,7.79,8.18,7.49
Tmem154,1.82,1.9,2.25,0.23,0.35,0.33,1.12,1.17,0.97
Stxbp2,1.37,1.2,1.16,1.57,1.74,1.77,1.75,1.74,2.31
Dnah7b,0.13,0.08,0.15,0.14,0.16,0.08,0.4,0.48,0.36
Nampt,8.42,8.72,8.38,22.72,22.89,22.15,16.33,16.29,14.27
Csf1r,2.81,2.93,2.92,0.46,0.19,0.24,2.16,1.22,1.54
Khdc4,18.06,18.2,18.36,18.44,16.06,16,16.84,16.23,15.31
Tex19.1,0.03,0.07,0,0,0,0,0,0,0
Spata1,0.66,0.5,0.72,0.95,0.86,0.96,0.85,0.66,0.76
Wnk4,0.74,0.62,0.72,7.88,8.22,8.09,1.95,1.98,2.34
Hdc,0,0.03,0.05,0.18,0.17,0.1,0.1,0.05,0
Abca17,0,0,0.02,0,0.01,0,0,0,0.01
Lsm10,10.05,12.03,8.06,8.86,8.19,7.19,14.01,13.14,12.24
Skint8,0.17,0.31,0.26,0.31,0.31,0.21,0.21,0.22,0.17
Prl3d2,0,0.28,0.18,0,0,0,0,0,0
Zfp474,0.07,0.07,0.09,0,0,0,0.03,0.07,0
Far2,0.3,0.35,0.17,0.45,0.33,0.27,0.17,0.4,0.23
Hmox2,30.48,30.19,31.69,33.84,31.9,35.58,33.65,32.35,32.97
Tnfsf15,5.48,5.82,5.3,0.04,0.04,0.01,0.63,0.39,0.75
Uvrag,12.59,12.66,11.77,10.21,9.47,9.37,10.76,10.98,10.61
Capn1,28.47,25.3,26.2,40.48,42.89,38.46,47.29,46.6,47.34
Il6ra,4.2,4.14,3.87,2.11,2.28,1.83,5.61,6.24,5.83
Lipo2,0.14,0.13,0.24,0.07,0.02,0.02,0.06,0.1,0.08
Iqck,0.53,0.56,0.69,1.12,1.39,1.14,0.72,0.77,0.44
Uqcrfs1,33.94,32.41,31.45,33.23,32.38,33.62,26.06,26.28,26.58
Rnf187,63.16,63.09,62.15,71.09,71.59,73.53,55.92,54.87,50.46
Was,0,0.06,0.06,0,0,0,0.14,0.17,0.13
Nlrc4,0,0.02,0,0,0,0,0.01,0,0.02
Capn7,16.47,17.65,16.4,20.24,21.69,20.89,17.78,18.16,17.9
Rbm18,16.72,17.93,18.57,15.46,15.79,14.34,14.53,14.01,13.73
Tsn,31.99,31.68,29.53,28.61,28.67,28.63,19.81,21.32,21.99
Nat1,0,0,0,0,0,0.02,0.18,0.09,0
Sart1,13.05,12.74,12.91,12.45,12.13,13.42,9.12,8.74,8.22
Msantd4,15.95,16.1,16.63,14.64,14.27,14.07,18.18,16.11,16.54
Hspbp1,13.71,11.46,11.59,8.6,10.75,9.66,7.57,9.35,8.55
Ptprc,0,0.01,0.04,0,0,0,0.18,0.04,0.12
Mns1,5.98,8.18,7.26,4.62,5.08,4.93,0.87,1.08,0.78
Grk1,0.24,0.22,0.22,0.37,0.27,0.26,0.14,0.28,0.19
Cxcl5,17.55,17.24,17.45,72.63,68,88.67,47.22,36.52,42.32
Eif5,74.9,77.07,77.63,85.19,81.98,89.42,58.33,59.59,55.24
Preb,25.08,26.66,25.27,30.16,29.87,30.04,14.96,16.47,18.57
St7l,3.44,2.79,2.8,6.08,4.94,5.87,4.96,4.67,4.19
C3,1.47,1.62,1.2,19,25.34,19.95,194.7,255.25,234.93
Kdm4d,0.11,0,0.04,0.19,0.09,0.13,0.04,0.11,0.1
Inpp5b,13.87,13.79,14.04,12.96,10.27,12.18,12.72,12.2,12.94
Fastkd5,5.88,5.73,6.08,5.34,5.53,5.32,3.57,3.53,3.55
Acaa2,13.82,13.2,13.02,22.71,23.17,24.05,25.66,26.13,23.08
Mdm2,50.36,49.76,50.6,45.5,41.47,41.91,37.71,38.27,39.81
Slc4a4,6.77,7.32,7.2,14.59,13.45,10.54,10.48,10.95,10.55
Snf8,32.36,29.08,26.25,30.36,28.45,36.66,21.58,23.25,22.75
Pla2g6,7.92,7.7,7.78,8.06,7.88,8.42,8.57,9.04,8.52
Chgb,0.06,0.04,0.07,0.02,0.11,0.09,0,0.11,0.05
Fstl5,0,0.04,0.01,0,0,0.08,0,0,0
Ces5a,0.03,0,0,0,0,0,0,0,0
A830010M20Rik,0.74,0.62,0.71,0.58,0.51,0.47,0.57,0.82,0.66
Psph,20.89,20.95,21.13,11.09,9.16,9.88,11.07,9.49,9.48
Cdc42bpa,23.08,23.82,24.91,14.4,13.34,13.86,16.54,16.35,16.42
Abhd8,16.54,15.26,15.78,12.16,11.09,13.26,17.29,17.43,15.48
Accs,1.51,1.05,1.83,1.14,1.53,1.9,2.2,2.83,2.94
Zfp954,4.47,3.27,4.16,4.38,4.55,4.44,4.92,4.77,3.99
